Acceleration X(g)_mean,Acceleration X(g)_std,Acceleration X(g)_var,Acceleration X(g)_energy,Acceleration X(g)_entropy,Acceleration X(g)_skewness,Acceleration X(g)_kurtosis,Acceleration X(g)_MAV,Acceleration X(g)_zero_crossings,Acceleration Y(g)_mean,Acceleration Y(g)_std,Acceleration Y(g)_var,Acceleration Y(g)_energy,Acceleration Y(g)_entropy,Acceleration Y(g)_skewness,Acceleration Y(g)_kurtosis,Acceleration Y(g)_MAV,Acceleration Y(g)_zero_crossings,Acceleration Z(g)_mean,Acceleration Z(g)_std,Acceleration Z(g)_var,Acceleration Z(g)_energy,Acceleration Z(g)_entropy,Acceleration Z(g)_skewness,Acceleration Z(g)_kurtosis,Acceleration Z(g)_MAV,Acceleration Z(g)_zero_crossings,Angular velocity X(°/s)_mean,Angular velocity X(°/s)_std,Angular velocity X(°/s)_var,Angular velocity X(°/s)_energy,Angular velocity X(°/s)_entropy,Angular velocity X(°/s)_skewness,Angular velocity X(°/s)_kurtosis,Angular velocity X(°/s)_MAV,Angular velocity X(°/s)_zero_crossings,Angular velocity Y(°/s)_mean,Angular velocity Y(°/s)_std,Angular velocity Y(°/s)_var,Angular velocity Y(°/s)_energy,Angular velocity Y(°/s)_entropy,Angular velocity Y(°/s)_skewness,Angular velocity Y(°/s)_kurtosis,Angular velocity Y(°/s)_MAV,Angular velocity Y(°/s)_zero_crossings,Angular velocity Z(°/s)_mean,Angular velocity Z(°/s)_std,Angular velocity Z(°/s)_var,Angular velocity Z(°/s)_energy,Angular velocity Z(°/s)_entropy,Angular velocity Z(°/s)_skewness,Angular velocity Z(°/s)_kurtosis,Angular velocity Z(°/s)_MAV,Angular velocity Z(°/s)_zero_crossings,Angle X(°)_mean,Angle X(°)_std,Angle X(°)_var,Angle X(°)_energy,Angle X(°)_entropy,Angle X(°)_skewness,Angle X(°)_kurtosis,Angle X(°)_MAV,Angle X(°)_zero_crossings,Angle Y(°)_mean,Angle Y(°)_std,Angle Y(°)_var,Angle Y(°)_energy,Angle Y(°)_entropy,Angle Y(°)_skewness,Angle Y(°)_kurtosis,Angle Y(°)_MAV,Angle Y(°)_zero_crossings,Angle Z(°)_mean,Angle Z(°)_std,Angle Z(°)_var,Angle Z(°)_energy,Angle Z(°)_entropy,Angle Z(°)_skewness,Angle Z(°)_kurtosis,Angle Z(°)_MAV,Angle Z(°)_zero_crossings,label
0.020136578232335736,0.0061938075473343636,3.8363251933416124e-05,0.00044384503484039354,-4029.0286046941696,1.237668456231547,5.893094946314273,0.020136578232335736,0.0,-0.15964546640459643,0.0668297344206292,0.0044662134027318315,0.029952888346272955,-316.9178208430927,-3.7582046737202073,13.714571056227264,0.15964546640459643,0.0,1.0043153021962266,0.03416180138250611,0.0011670286736977962,1.0098162548991956,-483.7327662753433,-1.630965081980957,4.100395401942136,1.0043153021962266,0.0,-10.105258290538782,30.874782907658084,953.2522195950157,1055.3684647135187,1.0220388942671954,-2.662584845787722,5.796240117864484,12.81789130047601,18.0,0.46285000302727414,1.8364875503378368,3.372686522545869,3.586916647848217,4.298572750894213,3.198202168776285,17.55037221305874,1.1180726698596317,14.0,-0.19984018887922114,2.001900523754876,4.007605707010047,4.04754180810133,2.662416336069611,-2.8040410607501127,14.127282560779264,0.8965637463351609,12.0,-8.155920384431797,3.911051303874041,15.296322301534838,81.81535961872495,1.471654283415592,-3.6488965746818476,12.894129039234318,8.155920384431797,0.0,-7.137883640091377,0.12966888548976102,0.01681401986415676,50.966196879348274,-86.43026941481426,0.7445659381987322,-0.5569974766843728,7.137883640091377,0.0,-157.41583162759417,0.10747554057928006,0.011550991822808476,24779.75559799889,-59.89290620991764,-0.415857299022181,1.788150468394285,157.41583162759417,0.0,AB
-0.004960453546316064,0.04890140701276963,0.0023913476078285547,0.002415953707213714,-581.5200941640705,-0.5901234561760789,-1.1601836148881388,0.04257701181976326,4.0,-0.14713702134495615,0.5563387421139147,0.30951279597689285,0.33116209902715893,-0.3818827845721229,-0.02597057509359762,-1.6022826339644056,0.5135791454395545,2.0,0.8310855055825692,0.1254747553357423,0.015743914226564387,0.706447031815999,-82.76746226022154,-0.23851296959652987,-0.33430313225916297,0.8310855055825692,0.0,0.5953710189929007,108.58007623518212,11789.63295523796,11789.987421888216,0.6641718920642264,0.2602111461155105,-1.020248461889657,88.59157944800816,2.0,-0.11573027219014896,14.584070059743572,212.6950995075089,212.70849300341004,2.4761268305511677,0.42011415287127635,0.12575163419640445,11.248938843521087,8.0,0.9292681038537174,9.492810238804728,90.11344622995588,90.97698543879575,2.9263415537785296,0.48781723909277686,0.8136569979125188,6.809033965497492,6.0,-7.80451961039465,33.70265905486265,1135.8692273683153,1196.7797537173499,1.9864494676594628,-0.12915262571513633,-1.5528804544640498,30.548238948446297,2.0,-5.733513430512719,2.536888707878887,6.435804316163409,39.308980574033136,9.821776229187726,0.5930581478162762,-0.8455241909099867,5.733513430512719,0.0,-159.34507233812528,1.8619791344099823,3.4669662969781467,25394.319044739354,10.856993022109776,0.1855814151513883,-1.0014251922003925,159.34507233812528,0.0,AB
0.010670457385479636,0.06493603476942417,0.004216688611575865,0.004330547272391202,-312.4262779620606,-0.7835217953814645,-0.4827355448954065,0.058411815042213766,4.0,-0.19006553704516174,0.6005771596872742,0.3606929247380337,0.39681783311029944,4.453459508997044,0.12086256131962023,-1.5215089125567676,0.5568641658400175,2.0,0.7961568274701933,0.17056207548737165,0.029091421594559862,0.6629571155219629,-31.99622097611241,-0.0661376620393852,-0.599902677027905,0.7961568274701933,0.0,-0.20978790893593896,123.37890406948797,15222.353969387917,15222.397980354657,0.5603421838426795,0.3163826249721202,-0.9190284610531565,100.78459304412449,2.0,-0.31728618363360617,15.346992629817079,235.53018277965973,235.63085330198456,1.7363928265016726,0.44849495595062044,2.9919851385224314,9.995901769842824,8.0,0.9729453711642136,10.180311962711402,103.63875165812487,104.58537435339473,2.699708870439775,-0.7491108734075982,1.5028604140433552,7.456697593927157,11.0,-10.347128577833043,37.21372201425985,1384.861106154608,1491.9241759608174,1.8282042561872895,-0.007533377896732594,-1.5193656491334924,33.894499641050295,2.0,-6.742305325321201,2.976173403849009,8.857608129778196,54.31628922963284,9.0130665559176,0.3069940779800216,-1.5271970557072043,6.742305325321201,0.0,-159.81122202358586,2.948955780523374,8.696340195482222,25548.32302486733,8.509916542184794,-0.16770330941012784,-1.0705006123834482,159.81122202358586,0.0,AB
0.047834695650092386,0.051797187287211145,0.002682948610866428,0.004971106718803396,-437.92155898222757,-0.4399920265378499,-1.019921395192259,0.06114669774868508,5.0,-0.06583204605857379,0.5030545695533707,0.25306389994852707,0.2573977582367853,0.4768103227757834,0.1104656074873883,-1.483880129994656,0.4550819523642214,2.0,0.8792187802276763,0.10680797904711736,0.01140794438812946,0.7844336078931724,-103.89791887792929,-0.14411669348183193,-0.7520405616494417,0.8792187802276763,0.0,-1.0485321666493292,95.32111576351683,9086.115110401777,9087.214530106277,0.8383772398388893,0.07545670840891668,-1.5100141625065815,83.83475493117857,4.0,2.1791148367641355,12.577564946516784,158.19513998384775,162.94368145565335,2.998307620019548,0.4959258451232132,-0.6991420730238693,10.47852274060031,6.0,-0.12776939513905944,8.36042090508503,69.89663771018279,69.91296272851699,3.354938667840736,1.0017882229348776,1.6828634095380863,6.147551575629865,10.0,-1.878790788593742,29.930969093232054,895.8629108600124,899.3927656873171,2.153637924718066,0.057246049081198375,-1.4692698739336865,26.828505780632867,2.0,-8.612248808301338,2.7610737875023186,7.623528460032398,81.79435799612023,9.763685257335489,0.23844988557116714,-1.4675516378964748,8.612248808301338,0.0,-157.21542491512494,1.6733122595843453,2.7999739180752674,24719.489805161356,11.893107189380904,-0.10639255291581741,-1.122317592016799,157.21542491512494,0.0,AB
0.01668927620154145,0.08692164966733734,0.007555373180891325,0.007833905121022663,-205.84374641547453,-0.19280742763543365,-1.2532430987275966,0.07900020492613674,2.0,-0.1536372032529767,0.6148377060700241,0.3780254048054493,0.4016297950288458,-1.6705896018763289,-0.029258827073692865,-1.6090751190533303,0.5636715623280781,2.0,0.78440218681716,0.167010321617558,0.02789244752680016,0.643179238210343,-43.6369975587718,-0.22397606568391054,-0.6534678680298533,0.78440218681716,0.0,3.59927774682571,122.31223222179938,14960.282151079378,14973.236951378174,0.591069893173539,0.6125413941240924,-0.7576445452307619,101.42057704725546,2.0,2.9393378556545455,21.142887793533657,447.02170424995455,455.6614112796384,1.7747627686133216,0.7088526702227079,0.8778621562971116,15.641871160729837,6.0,0.11610183314113001,9.791296515957402,95.86948746339957,95.88296709905828,3.4314160600958297,0.058972473481931964,-0.04607464484190382,7.452536368083818,5.0,-8.504492244879419,38.23576849922132,1461.9739927260455,1534.3003810692596,1.7918818552625715,-0.17993658580885333,-1.4880102894657317,34.184620798763035,2.0,-6.621027858464065,4.087153779916163,16.704826020682972,60.54283592324019,7.965819272884305,0.3541975015673345,-1.333514786525947,6.639503477979803,2.0,-159.0023527534019,3.8986488695248616,15.199463007847482,25296.947644125103,7.3355678393534705,-0.6207785096408858,-0.8843820659724031,159.0023527534019,0.0,AB
0.06672605759843153,0.021837895605009417,0.00047689368445528964,0.004929260447084492,-1079.2568857870574,-0.4669072244845083,0.13365490394509427,0.06672605759843153,0.0,0.2202202131629603,0.21527095656521938,0.046341584740504566,0.09483852702604426,-80.73456368367823,0.5649384618976282,-1.3835600195742013,0.2202202131629603,0.0,0.9626973827111499,0.09035782146832055,0.008164535900500891,0.934950786579399,-207.2136397916321,-0.8939600805936857,-0.43786161785604794,0.9626973827111499,0.0,2.560105988075993,49.13220060994859,2413.9731367762324,2420.527279446415,0.8987031000230632,-1.3651714832621362,2.070422197843283,32.30359948950365,3.0,3.033124193763544,9.17015369492976,84.09171878863395,93.29156116342773,2.7330025794795283,2.339052929477654,5.753852260511474,5.41751768844169,6.0,-0.6864194582038656,9.277363805803445,86.06947918523177,86.54065085783266,2.5666555211954294,-0.6256041743490401,2.2311765527135767,5.661923280832374,5.0,14.432783768374875,12.772944530498318,163.1481119791869,371.45335928385214,3.7343284733786444,0.5229531468447856,-1.4119913014737462,14.432783768374875,0.0,-10.809873030455263,0.7276848310866606,0.5295252133936218,117.38288014795762,8.687063032982426,0.27548795642006224,1.436019150868625,10.809873030455263,0.0,-150.91284581188125,2.5356146616286273,6.429341712266057,22781.116372752906,8.520115208893188,-0.3570828694911064,-1.6261892554695587,150.91284581188125,0.0,AB
0.016721499267874303,0.04900466938833096,0.002401457621859621,0.002681066159625142,-557.6891726364796,-0.019409023826366462,-1.4874484616074528,0.04605551248191169,2.0,-0.23154077555406388,0.5065789348886841,0.25662221727295365,0.31023334801713104,-2.953330079867907,0.07632413502496979,-1.5369739003782306,0.4871235813946751,2.0,0.849507000950243,0.14086883655948795,0.01984402911362373,0.7415061737770998,-79.47872931857017,-0.7220904436027259,-0.5858175837378257,0.849507000950243,0.0,6.772898320855493,95.5120956677361,9122.560418842775,9168.432570507422,0.7335758870729829,0.44180926371188417,-1.0225195817022315,80.19225837976386,2.0,0.20857954567503215,12.84969051108941,165.11454623078123,165.15805165765522,3.2610465708069842,-0.296944261574369,-0.7179506845659143,10.384524017307147,6.0,-3.6861993123129606,11.653765384064869,135.8102476268286,149.39831299692517,2.9120349423177796,-0.17793290204310885,0.007542173905623173,9.331235008899544,8.0,-13.252888569701058,31.364443116712664,983.7282920215043,1159.3673474624172,2.071668748720229,-0.06845805507948272,-1.4804631358674551,29.252845840265586,2.0,-7.640893215191536,2.755538065736643,7.592990031723639,65.9762391576837,9.124326035471048,-0.04109698493382017,-1.551759149276996,7.640893215191536,0.0,-152.23751305626197,3.2169293182203456,10.348634238425618,23186.60901579396,8.16913548203406,0.5368419141313999,-1.0913984575957099,152.23751305626197,0.0,AB
0.005863123046147999,0.039497078887084404,0.0015600192406125684,0.0015943954524668404,-517.6971611367841,-0.29843366118179276,-0.503884261762523,0.03403810166342059,2.0,-0.3451942489575907,0.5174043541689882,0.26770726571302783,0.38686633522642305,1.0966475357103378,0.2962279081917913,-1.4049194874959394,0.537059577049163,2.0,0.7903234972843869,0.1923378872140084,0.03699386285794862,0.6616050932177728,-47.776855765668174,-0.5721623847120684,-0.9709347649303641,0.7903234972843869,0.0,4.755278450987698,105.64387458060676,11160.628236402972,11183.2409095494,0.7276885379496537,0.20978126455538432,-1.3742695133505902,91.04302696210203,2.0,2.0036042099632154,15.45380259867537,238.82001475882564,242.83444458900797,2.432483944562433,0.558462680079446,0.24075619131538195,11.241700397510895,3.0,0.43025577238697355,10.28342087681108,105.74874492963397,105.93386495930626,2.9117896288291933,-0.6545782466088089,0.6411978716869515,7.688487755843446,6.0,-21.104712748597702,33.612462852107114,1129.7976589842808,1575.2065591851033,1.9488941854625847,0.09336316495727037,-1.437636337611805,33.4533685125183,2.0,-7.098708407201434,2.0021106206019117,4.008446937126972,54.40010798759928,9.653824636403979,0.30615394143822255,-1.3413492354191379,7.098708407201434,0.0,-154.49679560607544,3.0420489746500667,9.254061964169521,23878.513914509622,8.951618709512609,-0.6238321189873763,-1.0607830781680838,154.49679560607544,0.0,AB
0.004673980303356902,0.026277866353638865,0.0006905262600997056,0.000712372351975874,-925.627613026969,-0.18834782748528847,-0.8270626395094145,0.02276118413129179,11.0,-0.40468818971017995,0.5201114534428549,0.27051592400243907,0.43428845489334167,2.5905612211138047,0.49813435746254403,-1.2584705453503482,0.5854620753325378,2.0,0.7600382574004578,0.2126516685519619,0.04522073213793347,0.622878884850258,-32.26897774293328,-0.43246495691595865,-1.0986651153499205,0.7600382574004578,0.0,3.2374848283347,117.30548041487188,13760.575735363891,13771.05704337759,0.6718211525004889,0.3828739117812204,-1.2830523439736559,99.43423107286637,3.0,3.2570656947796137,9.959366506359729,99.18898120799997,109.79745814811018,2.877224348617091,-0.5693768408385722,0.9712585789341643,8.005066355088404,9.0,-1.60806773159551,15.76521263608652,248.54192946102208,251.1278112904208,2.4736290597685753,-0.5579554210941264,0.2504584987969203,11.631075494130757,9.0,-24.940785325661746,34.68322373437134,1202.9260086084591,1824.9687812692032,1.8614688023227401,0.26113567709330976,-1.398676095802226,36.89059983106661,2.0,-6.7766849267066736,1.3648061923120753,1.8626959425733856,47.786154538426814,11.805534456642398,0.050221657840522745,-1.0426193218363475,6.7766849267066736,0.0,-156.82902840390236,3.6059456095249978,13.002843738852608,24608.346993850864,7.4740793302347965,0.49705892714370725,-0.913847944105433,156.82902840390236,0.0,AB
0.0384029489041837,0.04241879367526276,0.001799354056864512,0.003274140541401856,-395.02032019985046,0.13185445744642318,0.25302021134886976,0.04548037679559909,9.0,-0.3068641324130853,0.6455998180813348,0.4167991251066527,0.5109647208682883,-4.74472493445878,0.44374260207467,-1.524638574154088,0.6663458373888599,1.0,0.7147774431581243,0.19827968507970167,0.039314833515305674,0.5502216267629711,-29.534307812557355,-0.11719916376777917,-1.1285995303639231,0.7147774431581243,0.0,-26.767530874864075,96.72445322513803,9355.619851701917,10072.120560838717,0.6885132656071766,0.43936891759876456,-0.6486763016874173,80.06826937817607,2.0,2.232516553643996,11.840254589262901,140.1916287385612,145.1757589008557,3.015147944767237,1.1727677355497543,0.5934560972317873,8.295229321059512,8.0,2.8305084216533096,17.5217984886497,307.013422276847,315.0252002018973,2.0485333570042634,0.15061878466627027,0.43299030114893,13.001854903157339,5.0,-19.94277064645336,41.67161492440626,1736.523490407999,2134.237591465041,1.6622286820303034,0.3053215254939319,-1.556274153240976,42.16361647533704,1.0,-8.762251123731454,1.7924922868868816,3.213028598548963,79.99007335388211,11.218724910685623,0.14397041781285477,-1.634228450832178,8.762251123731454,0.0,-158.45397985763333,3.165826616289944,10.022458164409835,25117.68619088768,7.9650091515991,0.9792146437663543,-0.03596011024759216,158.45397985763333,0.0,AB
