Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),ShiftX(mm),ShiftY(mm),ShiftZ(mm),SpeedX(mm/s),SpeedY(mm/s),SpeedZ(mm/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
d0:1c:1b:3a:ee:9d,2015-01-01 01:16:06.965,0.091,0.173,0.852,39.429,0.305,2.991,,,,,,,11.354,-12.958,171.826,1.4,-36.4,-27.953,31.11,0.06537,0.06924,0.07654,0.99246,
d0:1c:1b:3a:ee:9d,2015-01-01 01:16:06.965,0.104,0.197,0.831,27.344,-1.343,4.456,,,,,,,11.673,-12.975,171.859,1.4,-36.4,-27.953,31.11,0.06537,0.06924,0.07654,0.99246,
d0:1c:1b:3a:ee:9d,2015-01-01 01:16:06.965,0.121,0.224,0.812,13.489,-2.93,4.456,,,,,,,11.86,-13.008,171.898,1.4,-36.4,-27.953,31.11,0.06537,0.06924,0.07654,0.99246,
d0:1c:1b:3a:ee:9d,2015-01-01 01:16:06.965,0.138,0.243,0.797,-2.502,-3.357,3.418,,,,,,,11.898,-13.046,171.931,1.4,-36.4,-27.953,31.11,0.06537,0.06924,0.07654,0.99246,
d0:1c:1b:3a:ee:9d,2015-01-01 01:16:06.965,0.151,0.259,0.783,-20.935,-5.005,1.038,,,,,,,11.772,-13.09,171.942,0.3,-37.5,-26.433,31.11,0.06537,0.06924,0.07654,0.99246,
d0:1c:1b:3a:ee:9d,2015-01-01 01:16:06.965,0.163,0.27,0.768,-40.405,-4.517,-2.869,,,,,,,11.448,-13.14,171.92,0.3,-37.5,-26.433,31.11,0.06537,0.06924,0.07654,0.99246,
d0:1c:1b:3a:ee:9d,2015-01-01 01:16:06.965,0.18,0.276,0.75,-62.622,-3.601,-7.202,,,,,,,10.926,-13.167,171.859,0.3,-37.5,-26.433,31.11,0.06537,0.06924,0.07654,0.99246,
d0:1c:1b:3a:ee:9d,2015-01-01 01:16:06.965,0.207,0.296,0.737,-90.698,-0.244,-12.268,,,,,,,10.157,-13.173,171.755,0.3,-37.5,-26.433,31.11,0.06537,0.06924,0.07654,0.99246,
d0:1c:1b:3a:ee:9d,2015-01-01 01:16:06.965,0.256,0.332,0.709,-125.977,6.897,-19.531,,,,,,,9.075,-13.118,171.601,0.3,-37.5,-26.433,31.11,0.06537,0.06924,0.07654,0.99246,
d0:1c:1b:3a:ee:9d,2015-01-01 01:16:06.965,0.336,0.367,0.622,-172.058,17.334,-36.011,,,,,,,7.597,-12.958,171.337,0.3,-37.5,-26.433,31.11,0.06537,0.06924,0.07654,0.99246,
d0:1c:1b:3a:ee:9d,2015-01-01 01:16:06.965,0.432,0.382,0.508,-226.562,37.72,-66.162,,,,,,,5.63,-12.64,170.843,0.3,-37.5,-26.433,31.11,0.06537,0.06924,0.07654,0.99246,
d0:1c:1b:3a:ee:9d,2015-01-01 01:16:06.965,0.515,0.338,0.436,-279.663,70.74,-98.45,,,,,,,3.148,-12.036,170.03,0.3,-37.5,-26.433,31.11,0.06537,0.06924,0.07654,0.99246,
d0:1c:1b:3a:ee:9d,2015-01-01 01:16:06.965,0.52,0.229,0.379,-329.712,109.558,-120.911,,,,,,,0.176,-11.107,168.909,0.3,-37.5,-26.433,31.11,0.07187,0.0625,0.05273,0.99402,
d0:1c:1b:3a:ee:9d,2015-01-01 01:16:06.965,0.448,0.053,0.332,-367.737,139.343,-130.066,,,,,,,-3.252,-9.888,167.585,0.3,-37.5,-26.433,31.11,0.07187,0.0625,0.05273,0.99402,
d0:1c:1b:3a:ee:9d,2015-01-01 01:16:06.965,0.221,-0.193,0.268,-387.146,154.724,-131.409,,,,,,,-6.982,-8.553,166.108,0.3,-37.5,-26.433,31.11,0.07187,0.0625,0.05273,0.99402,
d0:1c:1b:3a:ee:9d,2015-01-01 01:16:06.965,-0.205,-0.55,0.285,-373.474,170.898,-106.384,,,,,,,-10.783,-7.158,164.641,0.3,-37.5,-26.433,31.11,0.07187,0.0625,0.05273,0.99402,
d0:1c:1b:3a:ee:9d,2015-01-01 01:16:06.965,-0.513,-1.058,0.701,-299.988,186.646,-41.382,,,,,,,-14.161,-5.548,163.515,0.3,-37.5,-26.433,31.11,0.07187,0.0625,0.05273,0.99402,
d0:1c:1b:3a:ee:9d,2015-01-01 01:16:06.965,-0.614,-1.515,1.664,-160.278,143.188,31.067,,,,,,,-16.463,-3.955,163.021,0.3,-37.5,-26.433,31.11,0.07187,0.0625,0.05273,0.99402,
