Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),ShiftX(mm),ShiftY(mm),ShiftZ(mm),SpeedX(mm/s),SpeedY(mm/s),SpeedZ(mm/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
19:07:15.647,d0:1c:1b:3a:ee:9d,2015-01-01 00:26:29.060,0.018,0.044,0.999,2.991,1.648,0.0,,,,,,,3.29,-7.311,125.327,0.5,-8.5,-25.993,30.99,-0.46231,-0.01285,-0.0087,-0.88654
19:07:15.647,d0:1c:1b:3a:ee:9d,2015-01-01 00:26:29.060,0.011,0.04,0.999,1.831,2.625,0.0,,,,,,,3.312,-7.284,125.305,0.5,-8.5,-25.993,30.99,-0.46231,-0.01285,-0.0087,-0.88654
19:07:15.647,d0:1c:1b:3a:ee:9d,2015-01-01 00:26:29.060,0.004,0.034,1.0,1.587,2.747,-0.183,,,,,,,3.323,-7.262,125.332,0.5,-8.5,-25.993,30.99,-0.46231,-0.01285,-0.0087,-0.88654
19:07:15.710,d0:1c:1b:3a:ee:9d,2015-01-01 00:26:29.060,0.002,0.031,1.006,1.587,1.953,-0.427,,,,,,,3.334,-7.234,125.305,0.5,-8.5,-25.993,30.99,-0.46231,-0.01285,-0.0087,-0.88654
19:07:15.712,d0:1c:1b:3a:ee:9d,2015-01-01 00:26:29.060,0.002,0.033,1.012,1.648,1.282,-0.732,,,,,,,3.351,-7.218,125.327,0.5,-8.5,-25.993,30.99,-0.46231,-0.01285,-0.0087,-0.88654
19:07:15.712,d0:1c:1b:3a:ee:9d,2015-01-01 00:26:29.060,0.0,0.036,1.018,1.526,1.16,-0.671,,,,,,,3.362,-7.202,125.299,0.5,-8.5,-25.993,30.99,-0.46231,-0.01285,-0.0087,-0.88654
19:07:15.713,d0:1c:1b:3a:ee:9d,2015-01-01 00:26:29.060,-0.003,0.04,1.022,0.854,0.671,-0.732,,,,,,,3.373,-7.196,125.321,0.5,-8.5,-25.993,30.99,-0.46231,-0.01285,-0.0087,-0.88654
19:07:15.739,d0:1c:1b:3a:ee:9d,2015-01-01 00:26:29.060,-0.006,0.042,1.025,0.0,0.61,-0.549,,,,,,,3.373,-7.185,125.294,0.5,-8.5,-25.993,30.99,-0.46231,-0.01285,-0.0087,-0.88654
19:07:15.742,d0:1c:1b:3a:ee:9d,2015-01-01 00:26:29.060,-0.007,0.039,1.027,-0.122,0.305,-0.488,,,,,,,3.367,-7.18,125.31,0.5,-8.5,-25.993,30.99,-0.46231,-0.01285,-0.0087,-0.88654
19:07:15.742,d0:1c:1b:3a:ee:9d,2015-01-01 00:26:29.060,-0.003,0.033,1.029,0.244,0.488,-0.305,,,,,,,3.362,-7.174,125.288,0.5,-8.5,-25.993,30.99,-0.46231,-0.01285,-0.0087,-0.88654
19:07:15.743,d0:1c:1b:3a:ee:9d,2015-01-01 00:26:29.060,-0.001,0.031,1.029,0.427,1.343,0.0,,,,,,,3.367,-7.169,125.305,0.5,-8.5,-25.993,30.99,-0.46231,-0.01285,-0.0087,-0.88654
19:07:15.798,d0:1c:1b:3a:ee:9d,2015-01-01 00:26:29.060,-0.001,0.032,1.028,0.61,1.831,0.305,,,,,,,3.367,-7.147,125.288,0.5,-8.5,-25.993,30.99,-0.46231,-0.01285,-0.0087,-0.88654
19:07:15.798,d0:1c:1b:3a:ee:9d,2015-01-01 00:26:29.060,0.001,0.031,1.028,0.977,1.282,0.183,,,,,,,3.373,-7.13,125.321,0.5,-8.5,-25.993,30.99,-0.46231,-0.01285,-0.0087,-0.88654
19:07:15.798,d0:1c:1b:3a:ee:9d,2015-01-01 00:26:29.060,0.004,0.032,1.031,1.343,0.183,0.0,,,,,,,3.378,-7.119,125.299,0.5,-8.5,-25.993,30.99,-0.46231,-0.01285,-0.0087,-0.88654
