Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),ShiftX(mm),ShiftY(mm),ShiftZ(mm),SpeedX(mm/s),SpeedY(mm/s),SpeedZ(mm/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
d0:1c:1b:3a:ee:9d,2015-01-01 00:56:07.660,0.211,0.127,1.007,-3.174,0.061,2.075,,,,,,,10.602,-19.451,61.672,-1.6,-39.2,-27.153,30.78,0.84677,0.13428,-0.05112,0.51208,
d0:1c:1b:3a:ee:9d,2015-01-01 00:56:07.660,0.213,0.134,1.014,-3.296,1.77,1.892,,,,,,,10.552,-19.44,61.694,-1.6,-39.2,-27.153,30.78,0.84677,0.13428,-0.05112,0.51208,
d0:1c:1b:3a:ee:9d,2015-01-01 00:56:07.660,0.208,0.137,1.013,-2.869,3.723,1.038,,,,,,,10.514,-19.418,61.727,-1.6,-39.2,-27.153,30.78,0.84677,0.13428,-0.05112,0.51208,
d0:1c:1b:3a:ee:9d,2015-01-01 00:56:07.660,0.196,0.137,1.003,-2.563,4.089,0.916,,,,,,,10.475,-19.38,61.743,-1.6,-39.2,-27.153,30.78,0.84677,0.13428,-0.05112,0.51208,
d0:1c:1b:3a:ee:9d,2015-01-01 00:56:07.660,0.195,0.143,0.986,-3.723,2.563,0.671,,,,,,,10.437,-19.352,61.771,-1.6,-39.2,-27.153,30.78,0.84677,0.13428,-0.05112,0.51208,
d0:1c:1b:3a:ee:9d,2015-01-01 00:56:07.660,0.206,0.146,0.973,-5.005,2.991,0.427,,,,,,,10.377,-19.325,61.776,-1.6,-39.2,-27.153,30.78,0.84677,0.13428,-0.05112,0.51208,
d0:1c:1b:3a:ee:9d,2015-01-01 00:56:07.660,0.227,0.147,0.967,-7.446,4.272,-0.183,,,,,,,10.311,-19.292,61.798,-1.6,-39.2,-27.153,30.78,0.84677,0.13428,-0.05112,0.51208,
d0:1c:1b:3a:ee:9d,2015-01-01 00:56:07.660,0.232,0.149,0.969,-9.827,9.705,-1.221,,,,,,,10.212,-19.221,61.798,-1.6,-39.2,-27.153,30.78,0.84677,0.13428,-0.05112,0.51208,
d0:1c:1b:3a:ee:9d,2015-01-01 00:56:07.660,0.195,0.145,0.958,-12.329,14.221,-1.221,,,,,,,10.091,-19.094,61.82,-1.9,-37.0,-28.2,30.78,0.84677,0.13428,-0.05112,0.51208,
d0:1c:1b:3a:ee:9d,2015-01-01 00:56:07.660,0.162,0.12,0.951,-11.536,8.545,-1.221,,,,,,,9.959,-18.973,61.826,-1.9,-37.0,-28.2,30.78,0.84677,0.13428,-0.05112,0.51208,
