Acceleration X(g)_filt,Acceleration Y(g)_filt,Acceleration Z(g)_filt,Angular velocity X(°/s)_filt,Angular velocity Y(°/s)_filt,Angular velocity Z(°/s)_filt,ShiftX(mm)_filt,ShiftY(mm)_filt,ShiftZ(mm)_filt,SpeedX(mm/s)_filt,SpeedY(mm/s)_filt,SpeedZ(mm/s)_filt,Angle X(°)_filt,Angle Y(°)_filt,Angle Z(°)_filt,Magnetic field X(ʯt)_filt,Magnetic field Y(ʯt)_filt,Magnetic field Z(ʯt)_filt,Temperature(℃)_filt,Quaternions 0()_filt,Quaternions 1()_filt,Quaternions 2()_filt,Quaternions 3()_filt
0.027931661140085065,-0.04403023472551251,1.0181129349928564,0.6600875901732066,1.8609153375875744,0.1381270853543571,,,,,,,-0.8735021566161095,-8.568707481741324,-110.00103578956296,-54.70000019844438,-8.99994377175011,-24.22669440120399,27.459999999999905,0.5728500004346713,-0.02972000049508676,0.0007000005687293909,-0.8190599996677578
0.02804581797860667,-0.044143762201687045,1.0195442804712196,-0.27968885573232,1.2927805950483198,0.5029308491110376,,,,,,,-0.8959968007517121,-8.553000156167924,-109.99255297839423,-54.700000052027754,-8.999895876710738,-24.226435433243626,27.459999999999905,0.5728846443024493,-0.029097599190978027,0.0009058961907908255,-0.8190550134798674
0.02860381430307866,-0.044592801531454465,1.0213039293403825,-1.055065908484912,0.7335875950863261,0.8106055767074343,,,,,,,-0.9182441738986695,-8.539696798125394,-109.98378820093373,-54.6999998236418,-8.999857912845004,-24.226230640227104,27.459999999999898,0.5729190629699551,-0.028479425736116268,0.001110404661646971,-0.8190500540319483
0.029906974272672082,-0.04559940369123355,1.0235513231871194,-1.5381765307392459,0.2082018561878474,1.0137900611022495,,,,,,,-0.9397515978312253,-8.530777280197908,-109.9747219592539,-54.699999545501704,-8.999845885388217,-24.226166633289974,27.459999999999898,0.5729526294705046,-0.02787643103056342,0.0013098835068327866,-0.8190452213243125
0.03202587373978755,-0.04721094873736877,1.026214952539227,-1.65469318938699,-0.24547336395845687,1.0808961264256245,,,,,,,-0.9595497682728764,-8.527343045326266,-109.96564508286349,-54.69999927947644,-8.999875168934937,-24.22632647953529,27.459999999999905,0.5729841873550222,-0.027308994050434417,0.0014975660361701943,-0.8190406941970457
0.03476794791226767,-0.049279852126300414,1.0289872942115335,-1.3977770779894805,-0.5810533889732082,1.0017023810701153,,,,,,,-0.9762534139355248,-8.5293901386366,-109.95716168193452,-54.699999111728935,-8.999955559398181,-24.226762906540575,27.459999999999905,0.5730122243215228,-0.026803882709851734,0.0016645718013609237,-0.8190367028371417
0.03772080756264081,-0.05149839236095939,1.0314004940524122,-0.8293520074551289,-0.7557108038581094,0.7896841187564607,,,,,,,-0.9883430487676617,-8.53582442976706,-109.95007937912673,-54.699999137564994,-9.000085781154091,-24.227468595578618,27.459999999999898,0.5730352799344789,-0.02638704504847035,0.0018022986862501842,-0.819033466473846
0.04036004309053601,-0.053478965783658766,1.0329614412038615,-0.06741081342058669,-0.745072278464591,0.4803677519061284,,,,,,,-0.9945805819904137,-8.544722683018676,-109.94521742346235,-54.6999994366598,-9.000248868945857,-24.228351256889784,27.459999999999898,0.5730523830658786,-0.0260758897668836,0.0019049853945060627,-0.8190311260692801
0.042189990682834584,-0.05485773285135959,1.0333077983289576,0.7391276161474982,-0.5545475227643516,0.12576487807545464,,,,,,,-0.9944170654810188,-8.553775889193803,-109.94318685504133,-54.70000004182621,-9.000410220391014,-24.229223206996355,27.459999999999905,0.5730633293070823,-0.02587443577627924,0.0019713244536771917,-0.8190297002298427
0.042874766420290034,-0.05539267635780059,1.0323382662285894,1.4431679994218893,-0.22207772859746056,-0.21436948839879577,,,,,,,-0.9882446522822715,-8.560797798025016,-109.94420348582614,-54.70000090787784,-9.00052011651249,-24.229815162195198,27.459999999999905,0.5730687160934477,-0.025772762842678345,0.00200464909609788,-0.8190290776042413
0.04232056009985967,-0.05502756686777733,1.030273033925594,1.9321068282280496,0.1888221990124464,-0.4832530101468232,,,,,,,-0.9773912197645216,-8.564167446856505,-109.94798565537226,-54.70000189007403,-9.000521964676533,-24.229821006653513,27.459999999999898,0.5730697645738896,-0.025750188449802217,0.0020118808198398507,-0.8190290432516937
0.04068811269804397,-0.053902590850099616,1.027617153200908,2.1517486999988407,0.6026772910049025,-0.6381328898950502,,,,,,,-0.9638416085589444,-8.563106524745745,-109.95376911744083,-54.70000274301558,-9.000366349100196,-24.228973950512735,27.459999999999898,0.5730680184990699,-0.02578050409854429,0.0020017861754812525,-0.8190293273892366
0.03833874873150596,-0.052308723938697205,1.0250295456295535,2.114627528364344,0.9469721506178328,-0.6595208468112685,,,,,,,-0.949764581767415,-8.5577542990968,-109.96044453666758,-54.70000314957159,-9.000029250150043,-24.22714515516404,27.459999999999905,0.5730650200910833,-0.025837457711984993,0.0019831415487788534,-0.8190296626739609
0.0357377867797778,-0.050600684196616834,1.0231341968010457,1.8902609039417997,1.1635570109162212,-0.5561697637876227,,,,,,,-0.9369941459262087,-8.549065878162766,-109.96679195438797,-54.70000278463932,-8.999530787007034,-24.224445047178445,27.459999999999905,0.573062041112691,-0.025899104915017335,0.0019632633210850746,-0.8190298378883519
0.03334792238126009,-0.049095778018341155,1.0223332565321586,1.5803024570815218,1.214509135236733,-0.3638732901813782,,,,,,,-0.9266313483189905,-8.538597943987043,-109.97175751418328,-54.70000141014521,-8.99894902968526,-24.221297775534754,27.459999999999898,0.573059913639818,-0.02595031440155011,0.0019471452378655005,-0.8190297389795891
0.03154071171310696,-0.04798891805153795,1.0226831398727552,1.2860825703575434,1.0836551296383161,-0.1376050461330337,,,,,,,-0.9188922429557869,-8.528248522671566,-109.97470052621159,-54.69999898659588,-8.99842245401609,-24.218454043685288,27.459999999999898,0.5730589727864979,-0.025983347725058406,0.0019372382299942142,-0.8190293713105293
0.030541510317547132,-0.04730724652831671,1.023873504353049,1.0780612299500052,0.7765192404803238,0.06159319937475391,,,,,,,-0.9132462998333841,-8.51999269157396,-109.97554172002063,-54.69999577482654,-8.998135150346675,-24.216910508808855,27.459999999999905,0.5730591000284723,-0.025996895180926984,0.001933757672945116,-0.8190288592145422
0.030410327021233044,-0.04691446961829068,1.0253146995407532,0.9757185201192448,0.3204567285037203,0.18194525535682055,,,,,,,-0.908797504662145,-8.515627754605472,-109.97476712404215,-54.69999239265531,-8.998281463791637,-24.2177178921436,27.459999999999905,0.5730598426563458,-0.02599418470819101,0.0019353252107059274,-0.8190284208459213
0.031053729466642192,-0.04656057674977093,1.0263058654640917,0.943002460594287,-0.23566377182015852,0.19470082877620862,,,,,,,-0.9047877287364008,-8.516530803073922,-109.97327920329701,-54.69998978887444,-8.999011482079862,-24.221685634911868,27.459999999999898,0.5730605803688914,-0.02598080737420939,0.0019397399955668156,-0.8190283186708749
0.03226110760396836,-0.045961909055063255,1.0262344665534198,0.8999651079646797,-0.8245029515690859,0.10281667179371295,,,,,,,-0.9010681384895476,-8.523443200404817,-109.97212656651341,-54.69998910509849,-9.00036524486141,-24.22902590123366,27.459999999999898,0.573060710411115,-0.02596277949064179,0.001944707677113553,-0.8190287895194044
0.03375868650867515,-0.044891627075909754,1.0247534080534701,0.7470145484127185,-1.3679422650678614,-0.05775322381939883,,,,,,,-0.8983951184777417,-8.53631718593526,-109.97217552805971,-54.699991416676035,-9.002210552081413,-24.239017601658436,27.459999999999905,0.5730598243359397,-0.02594516056953282,0.0019484111025525879,-0.8190299632035019
0.03527384182751329,-0.04326064685236692,1.0218923551159278,0.3952948668765505,-1.7893555141330018,-0.22473740052785646,,,,,,,-0.89845575430048,-8.5542703078328,-109.97380399961993,-54.69999737657671,-9.004204934445893,-24.249801786837697,27.459999999999905,0.57305785022362,-0.025931334978109184,0.001949864094683813,-0.8190317847668127
0.03659990587818649,-0.04117198154764049,1.0180792959429055,-0.20443254589045776,-2.0279163747642768,-0.3229574446309855,,,,,,,-0.903599153663796,-8.575681019560356,-109.97669671022851,-54.70000682640303,-9.005804417698247,-24.258430802197996,27.459999999999898,0.5730551339831274,-0.025922891864901185,0.0019490358085630598,-0.8190339609825749
0.03764838020502746,-0.038935631608360374,1.0140692059556478,-1.0414345914594545,-2.050603380131447,-0.28172868238960913,,,,,,,-0.9163247514857057,-8.598423252627242,-109.97980024688972,-54.70001847764684,-9.006337936909619,-24.261272965720426,27.459999999999898,0.5730524342460946,-0.025919928668835572,0.0019467634319677532,-0.8190359544988193
0.03847286676009584,-0.03703640705762221,1.0107939638505437,-2.038280868588265,-1.8574601184299588,-0.05257727871874101,,,,,,,-0.9386400777698318,-8.620191831571296,-109.98146108374718,-54.70002979162104,-9.005155193577123,-24.25481446000129,27.459999999999905,0.573050810742497,-0.025921563357338844,0.001944487889959793,-0.819037046492818
0.03925043529584437,-0.03605404091822817,1.0091611016572193,-3.0600509651237955,-1.4778412487736807,0.37663937354192195,,,,,,,-0.9714369338031288,-8.638835951657143,-109.97972807419373,-54.70003718429698,-9.001837534832463,-24.236801422439928,27.459999999999905,0.5730513993136268,-0.025926459052381348,0.0019438573806727431,-0.8190364787744887
0.0402153146618769,-0.03654450505021597,1.009840264848557,-3.938424000566709,-0.9592266471867588,0.9746210891300001,,,,,,,-1.014040371155813,-8.652615273975336,-109.9727624010182,-54.700036640796306,-8.996438466680532,-24.20754091097,27.459999999999898,0.5730550896539115,-0.025933222698650685,0.0019462541589032373,-0.8190336683152794
0.04155668563157952,-0.03890289805704491,1.013084600838667,-4.506040040410035,-0.353720970385677,1.6687280519477035,,,,,,,-1.06405610765947,-8.66032838505547,-109.95927014639098,-54.7000247383478,-8.989697638173872,-24.171056347822844,27.459999999999898,0.5730621531417037,-0.025940615105778116,0.0019523152957545134,-0.8190284627971317
0.043310674046525416,-0.04323825741459518,1.0186346639024655,-4.633461255470982,0.2916552121259345,2.356684435230965,,,,,,,-1.117580339280901,-8.661320489564059,-109.93886056797157,-54.699999952093115,-8.983156682140816,-24.13570982681254,27.459999999999905,0.5730719023156239,-0.025947583230440465,0.0019615373241272226,-0.8190213794007456
0.04528688647883632,-0.049294205784999476,1.0257388551004538,-4.259563263039294,0.9371239883118281,2.9260219039088313,,,,,,,-1.1697512162413028,-8.655426472739222,-109.9122412898099,-54.69996397555011,-8.97910526281288,-24.113904084169764,27.459999999999905,0.5730824912521356,-0.025953181778481556,0.0019720710684314464,-0.819013747795038
0.04706506427059147,-0.05644309264872308,1.0332956425355844,-3.4072336842863824,1.5454197494220592,3.2772015123121605,,,,,,,-1.21553355145452,-8.642920767606618,-109.88119256361044,-54.69992266185745,-8.980307985589704,-24.120598358887012,27.459999999999898,0.5730909752284141,-0.025956480631665495,0.0019808153613561767,-0.8190076709484729
0.04807691082159458,-0.06376566644531002,1.0400861736843552,-2.180026156125955,2.074873384176847,3.344981484999847,,,,,,,-1.2505638815147913,-8.624518819976513,-109.84831257530271,-54.69988612888631,-8.98951038020637,-24.170630388853017,27.459999999999898,0.5730937266806716,-0.02595655348995144,0.001983894222508682,-0.8190057324769411
0.04775774436502207,-0.07020706100502565,1.0450358011917737,-0.7408427637490329,2.4764687946725883,3.1127593053879634,,,,,,,-1.271865163013743,-8.601420942311996,-109.81658150850471,-54.69986761835285,-9.008790775518538,-24.275208437143267,27.459999999999905,0.5730872447440689,-0.025952613024760856,0.0019775421020812567,-0.8190104222490512
0.045723586944128494,-0.07477841814458366,1.0474332749822162,0.7211858613294668,2.699003632968582,2.616407409020382,,,,,,,-1.2782779673525817,-8.575338530366267,-109.78883677327956,-54.699880891694484,-9.038900588420649,-24.43834673979232,27.459999999999905,0.5730692982106416,-0.025944305172034474,0.001959325011497629,-0.8190233222463179
0.04191477191269517,-0.07675798844083337,1.0470515633901618,2.026572343833727,2.7018880909254874,1.9369073453571433,,,,,,,-1.2705353324477282,-8.548425853511981,-109.76727277792585,-54.69993629107069,-9.078793295769328,-24.654329281615677,27.459999999999898,0.5730402193613204,-0.025932110806907768,0.0019295034599613422,-0.8190441828710832
0.036655712564126634,-0.07584193049160798,1.0441476562017915,3.03525636261898,2.470374422410222,1.1838747931664102,,,,,,,-1.2510019860323405,-8.52307133581882,-109.75307137217735,-54.700036056743535,-9.125546697251735,-24.907308356889335,27.459999999999898,0.5730040453540375,-0.02591774159141354,0.001892222377537833,-0.8190701068611375
