Chip Time()_filt,Acceleration X(g)_filt,Acceleration Y(g)_filt,Acceleration Z(g)_filt,Angular velocity X(°/s)_filt,Angular velocity Y(°/s)_filt,Angular velocity Z(°/s)_filt,ShiftX(mm)_filt,ShiftY(mm)_filt,ShiftZ(mm)_filt,SpeedX(mm/s)_filt,SpeedY(mm/s)_filt,SpeedZ(mm/s)_filt,Angle X(°)_filt,Angle Y(°)_filt,Angle Z(°)_filt,Magnetic field X(ʯt)_filt,Magnetic field Y(ʯt)_filt,Magnetic field Z(ʯt)_filt,Temperature(℃)_filt,Quaternions 0()_filt,Quaternions 1()_filt,Quaternions 2()_filt,Quaternions 3()_filt
0.6805625971287023,-1.9187007401445437,2.1535144568549214,208.16753329172357,15.878483743390856,-7.2556094787231515,,,,,,,-57.21027772079333,-18.69316579311838,-161.6345578984372,1.7376848682596193,-36.70309549026116,-13.621361786080183,30.27999999999981,0.04645403437431762,-0.004731419299476432,-0.4850303052506603,-0.8746989984327178,
0.6096936137934487,-1.8994132410688997,2.0597101232491966,366.27639006380707,46.537563977918836,-12.38075504232248,,,,,,,-54.20217622560299,-18.564856483164153,-161.9133234366868,1.2869822079107605,-29.786218047550417,-16.120831157768787,30.27999999999981,0.04523296988928116,-0.0031366519556549123,-0.4965374300753132,-0.8720666049114856,
0.5322720691291891,-1.8872327541309377,1.9122635427349843,507.4792698321358,71.43808486797613,-19.46776733443908,,,,,,,-49.6499325540636,-18.294625614388192,-162.44205049894515,0.8126075543293919,-22.50580498902874,-18.75128744076543,30.279999999999838,0.04404116296627322,-0.0015788120915386698,-0.5077809694556403,-0.8695018363140111,
0.45567208871550885,-1.8767179065809312,1.7296980563860744,627.9125422980466,89.73954548951534,-28.51352611588849,,,,,,,-43.75594315800335,-17.906618682624188,-163.1797244628901,0.3618182062523801,-15.587240099464545,-21.250571640470458,30.27999999999988,0.043296505485252816,-0.0006040151941392969,-0.5148185209077745,-0.8679047289929461,
0.3844294453478655,-1.8590149261831437,1.5295253496392638,725.6890176057948,101.35654835113982,-39.36051634016244,,,,,,,-36.75360533318258,-17.415793930186116,-164.07414435142346,-0.023255768763197557,-9.677346366780887,-23.385169654301993,30.279999999999923,0.04349762890735162,-0.000863210487575262,-0.5129543121330744,-0.8683509230203186,
0.32036821881756433,-1.8234863856407644,1.325140749110866,800.5468287693845,106.78146923118028,-51.72457743119685,,,,,,,-28.887056330937902,-16.827772425041108,-165.06976983017373,-0.31420437218380687,-5.212483561254025,-24.99778958204577,30.279999999999944,0.04513517957258402,-0.0029964385240275134,-0.4975740135116256,-0.8718999575155222,
0.26308821173555413,-1.759620954926498,1.123828311404483,853.2506494848762,106.88616449951286,-65.16213182167203,,,,,,,-20.395971440748458,-16.141784697592296,-166.11457798696665,-0.5006294067384028,-2.352602215129864,-26.031063130374005,30.279999999999944,0.048576790900928285,-0.00748292280964335,-0.4652251435611909,-0.8793463851473106,
0.21072224800427322,-1.6588783599931807,0.9263445738974394,884.9126342965644,102.73061326103331,-78.97906042409288,,,,,,,-11.50738187470747,-15.355718519446404,-167.16464522366434,-0.589504843368696,-0.990932527507647,-26.52389893239827,30.27999999999993,0.0539509132747239,-0.01448975434904032,-0.4147070124821683,-0.8909682653054891,
0.1608812786760456,-1.516107625464521,0.7282715041074272,896.4198564127369,95.39620467802021,-92.12849560183355,,,,,,,-2.4345353366767815,-14.472023100922684,-168.18581239137202,-0.6007281269840431,-0.8221086569503894,-26.586729132240233,30.279999999999916,0.06106487471871184,-0.02376523962999494,-0.3478382479486333,-0.9063496711898762,
0.11160735858355045,-1.3303121234479276,0.5229273425883441,888.1307198822775,85.8538241192787,-103.17494893219332,,,,,,,6.61912924081598,-13.503206773546273,-169.1526834110063,-0.5608198096410949,-1.4387291722662996,-26.366517669532296,30.279999999999916,0.06939326260033803,-0.0346239232949472,-0.26956322796650845,-0.9243553531917387,
0.06208574062690104,-1.1047576213035677,0.3051849062202288,859.9365095484175,74.87012897406298,-110.39791115997394,,,,,,,15.454297853595476,-12.475789533927754,-170.04606729760835,-0.49669113613910537,-2.4269437399651825,-26.012186890424843,30.279999999999923,0.07815732147933883,-0.046050235220905726,-0.18720344177317833,-0.9433023458175077,
0.012946965207590458,-0.8465955292722822,0.07521769033221115,811.6878337027398,62.95278379868079,-112.06518133204837,,,,,,,23.872373531246197,-11.431787933349943,-170.85044788787516,-0.43084636388145814,-3.4401394532223137,-25.6480506941839,30.279999999999923,0.08648372202829305,-0.05690555874756914,-0.10896375278841361,-0.9613033041796101,
-0.03382285630351179,-0.5662009982903513,-0.1588981015012206,743.8784440464809,50.34282436411445,-106.83871368103948,,,,,,,31.677773965892484,-10.427094072222244,-171.55290334500967,-0.37866214942619164,-4.240902625961513,-25.358820034202537,30.279999999999916,0.09359504365810793,-0.06617657569932556,-0.042141965224542575,-0.9766784305225447,
-0.07522085403786566,-0.2763107035295995,-0.38062108609013456,658.384133266477,37.07424409577296,-94.20959806844033,,,,,,,38.6876888503106,-9.52646373725582,-172.14410017986978,-0.3477332310717637,-4.711423254122158,-25.186115980830987,30.279999999999916,0.09896817355157511,-0.07318171106977192,0.0083583541938007,-0.9882979334090009,
-0.10771781534931715,0.009091888394547925,-0.5669190771270177,559.0002421752082,23.116277940216477,-74.82141612060079,,,,,,,44.74856792848505,-8.795318640198273,-172.6208593054121,-0.33882672622636695,-4.839322411719322,-25.13393429314611,30.27999999999993,0.1024130175658201,-0.07767362196064256,0.04076433351475285,-0.9957520052212757,
-0.12792230426702275,0.2762027248969859,-0.6927023173295009,451.5382487101678,8.577158007945751,-50.55233561864434,,,,,,,49.755951848350335,-8.28929419476318,-172.98885901479665,-0.34778579252317876,-4.688923991643349,-25.179372317748545,30.27999999999996,0.10405998738852097,-0.07982271186927833,0.05631149720209428,-0.9993233634527982,
-0.1334317703559819,0.5130168171542775,-0.7369186507619039,343.3475133273978,-6.104910801881795,-24.28959822378429,,,,,,,53.67229889154357,-8.04337446372997,-173.26380918175178,-0.3677358933820369,-4.367753895738054,-25.284984316483524,30.28,0.10427712803281189,-0.08010890469570008,0.05845968547772823,-0.9998075435997354,
