Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),ShiftX(mm),ShiftY(mm),ShiftZ(mm),SpeedX(mm/s),SpeedY(mm/s),SpeedZ(mm/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
d0:1c:1b:3a:ee:9d,2015-01-01 01:32:06.005,0.256,0.008,0.969,1.709,-3.906,1.831,,,,,,,2.439,-20.852,-161.927,-5.7,-35.6,-29.3,30,0.1629,-0.10541,-0.02841,-0.98053,
d0:1c:1b:3a:ee:9d,2015-01-01 01:32:06.005,0.261,0.012,0.975,1.404,-4.7,1.404,,,,,,,2.439,-20.896,-161.922,-5.7,-35.6,-29.3,30,0.1629,-0.10541,-0.02841,-0.98053,
d0:1c:1b:3a:ee:9d,2015-01-01 01:32:06.005,0.272,0.019,0.984,0.854,-5.188,0.61,,,,,,,2.439,-20.945,-161.922,-5.7,-35.6,-29.3,30,0.1629,-0.10541,-0.02841,-0.98053,
d0:1c:1b:3a:ee:9d,2015-01-01 01:32:06.005,0.281,0.021,0.992,0.916,-3.662,0.427,,,,,,,2.439,-20.995,-161.927,-5.7,-35.6,-29.3,30,0.1629,-0.10541,-0.02841,-0.98053,
d0:1c:1b:3a:ee:9d,2015-01-01 01:32:06.005,0.281,0.019,0.999,1.587,-0.366,0.671,,,,,,,2.444,-21.017,-161.933,-5.7,-35.6,-29.3,30,0.1629,-0.10541,-0.02841,-0.98053,
d0:1c:1b:3a:ee:9d,2015-01-01 01:32:06.005,0.272,0.017,1.005,3.357,0.977,0.0,,,,,,,2.455,-21.011,-161.933,-5.7,-35.6,-29.3,30,0.1629,-0.10541,-0.02841,-0.98053,
d0:1c:1b:3a:ee:9d,2015-01-01 01:32:06.005,0.273,0.021,1.011,5.798,-1.587,-2.258,,,,,,,2.499,-21.011,-161.96,-5.7,-35.6,-29.3,30,0.1629,-0.10541,-0.02841,-0.98053,
d0:1c:1b:3a:ee:9d,2015-01-01 01:32:06.005,0.286,0.027,1.015,8.118,-2.686,-3.662,,,,,,,2.571,-21.039,-161.999,-5.7,-35.6,-29.3,30,0.1629,-0.10541,-0.02841,-0.98053,
d0:1c:1b:3a:ee:9d,2015-01-01 01:32:06.005,0.281,0.026,1.011,9.338,0.183,-3.479,,,,,,,2.664,-21.05,-162.048,-5.7,-35.6,-29.3,30,0.15707,-0.12479,-0.03281,-0.97906,
d0:1c:1b:3a:ee:9d,2015-01-01 01:32:06.005,0.273,0.028,0.999,9.583,2.563,-3.479,,,,,,,2.758,-21.033,-162.092,-5.7,-35.6,-29.3,30,0.15707,-0.12479,-0.03281,-0.97906,
