Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),ShiftX(mm),ShiftY(mm),ShiftZ(mm),SpeedX(mm/s),SpeedY(mm/s),SpeedZ(mm/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
d0:1c:1b:3a:ee:9d,2015-01-01 01:43:22.100,0.084,0.001,1.027,-4.517,-0.977,0.61,,,,,,,3.84,-10.399,66.89,1.9,-29.7,-28.087,,0.83307,0.04031,-0.01672,0.55133,
d0:1c:1b:3a:ee:9d,2015-01-01 01:43:22.100,0.083,0.0,1.032,-4.089,-0.427,-0.122,,,,,,,3.79,-10.404,66.879,1.9,-29.7,-28.087,,0.83307,0.04031,-0.01672,0.55133,
d0:1c:1b:3a:ee:9d,2015-01-01 01:43:22.100,0.078,0.001,1.034,-3.967,0.549,-0.61,,,,,,,3.752,-10.404,66.923,1.9,-29.7,-28.087,,0.83307,0.04031,-0.01672,0.55133,
d0:1c:1b:3a:ee:9d,2015-01-01 01:43:22.100,0.07,0.002,1.034,-4.028,1.404,-0.671,,,,,,,3.702,-10.393,66.907,1.9,-29.7,-28.087,,0.83307,0.04031,-0.01672,0.55133,
d0:1c:1b:3a:ee:9d,2015-01-01 01:43:22.100,0.066,0.002,1.03,-4.028,0.977,-0.427,,,,,,,3.664,-10.382,66.951,1.9,-29.7,-28.087,,0.83307,0.04031,-0.01672,0.55133,
d0:1c:1b:3a:ee:9d,2015-01-01 01:43:22.100,0.071,0.0,1.03,-3.906,0.366,-0.305,,,,,,,3.62,-10.371,66.94,1.9,-29.7,-28.087,,0.83307,0.04031,-0.01672,0.55133,
d0:1c:1b:3a:ee:9d,2015-01-01 01:43:22.100,0.077,-0.001,1.035,-3.723,0.366,-0.549,,,,,,,3.582,-10.371,66.984,1.9,-29.7,-28.087,,0.83307,0.04031,-0.01672,0.55133,
d0:1c:1b:3a:ee:9d,2015-01-01 01:43:22.100,0.08,-0.001,1.041,-3.113,0.366,-1.282,,,,,,,3.543,-10.366,66.962,1.9,-29.7,-28.087,,0.83307,0.04031,-0.01672,0.55133,
d0:1c:1b:3a:ee:9d,2015-01-01 01:43:22.425,0.073,0.002,1.045,-2.747,0.244,-1.953,,,,,,,3.516,-10.36,66.995,1.9,-29.7,-28.087,,0.83307,0.04031,-0.01672,0.55133,
d0:1c:1b:3a:ee:9d,2015-01-01 01:43:22.425,0.064,0.006,1.047,-2.991,-0.61,-2.38,,,,,,,3.483,-10.36,66.962,1.9,-29.7,-28.087,,0.83307,0.04031,-0.01672,0.55133,
d0:1c:1b:3a:ee:9d,2015-01-01 01:43:22.425,0.062,0.004,1.05,-2.502,-1.709,-2.258,,,,,,,3.455,-10.377,66.984,1.9,-29.7,-28.087,,0.83307,0.04031,-0.01672,0.55133,
d0:1c:1b:3a:ee:9d,2015-01-01 01:43:22.425,0.062,0.002,1.053,-1.404,-1.709,-1.709,,,,,,,3.433,-10.388,66.951,1.9,-29.7,-28.087,,0.83307,0.04031,-0.01672,0.55133,
d0:1c:1b:3a:ee:9d,2015-01-01 01:43:22.425,0.061,0.0,1.053,0.0,-1.404,-1.221,,,,,,,3.422,-10.41,66.989,1.9,-29.7,-28.087,,0.83307,0.04031,-0.01672,0.55133,
d0:1c:1b:3a:ee:9d,2015-01-01 01:43:22.425,0.06,0.0,1.047,1.343,-1.16,-1.038,,,,,,,3.428,-10.415,66.967,1.9,-29.7,-28.087,,0.83307,0.04031,-0.01672,0.55133,
d0:1c:1b:3a:ee:9d,2015-01-01 01:43:22.425,0.059,0.0,1.04,1.953,-0.977,-0.793,,,,,,,3.444,-10.432,67.006,1.9,-29.7,-28.087,,0.83307,0.04031,-0.01672,0.55133,
d0:1c:1b:3a:ee:9d,2015-01-01 01:43:22.425,0.058,0.001,1.034,1.587,-1.099,-0.854,,,,,,,3.461,-10.437,66.984,1.9,-29.7,-28.087,,0.83307,0.04031,-0.01672,0.55133,
d0:1c:1b:3a:ee:9d,2015-01-01 01:43:22.425,0.056,0.002,1.03,1.099,-0.977,-0.732,,,,,,,3.472,-10.453,67.022,1.9,-29.7,-28.087,,0.83307,0.04031,-0.01672,0.55133,
d0:1c:1b:3a:ee:9d,2015-01-01 01:43:22.425,0.055,0.0,1.028,0.916,-0.854,-0.793,,,,,,,3.477,-10.459,67.006,1.9,-29.7,-28.087,,0.83307,0.04031,-0.01672,0.55133,
d0:1c:1b:3a:ee:9d,2015-01-01 01:43:22.425,0.058,0.0,1.026,0.854,-0.305,-0.549,,,,,,,3.488,-10.464,67.044,1.9,-29.7,-28.087,,0.83307,0.04031,-0.01672,0.55133,
d0:1c:1b:3a:ee:9d,2015-01-01 01:43:22.425,0.056,0.0,1.024,0.977,0.61,-0.183,,,,,,,3.494,-10.464,67.033,1.9,-29.7,-28.087,,0.83307,0.04031,-0.01672,0.55133,
d0:1c:1b:3a:ee:9d,2015-01-01 01:43:22.425,0.053,0.0,1.02,0.916,1.709,0.244,,,,,,,3.499,-10.453,67.083,1.9,-29.7,-28.087,,0.83307,0.04031,-0.01672,0.55133,
d0:1c:1b:3a:ee:9d,2015-01-01 01:43:22.425,0.054,0.001,1.016,0.977,1.709,0.549,,,,,,,3.505,-10.432,67.077,1.9,-29.7,-28.087,,0.83307,0.04031,-0.01672,0.55133,
d0:1c:1b:3a:ee:9d,2015-01-01 01:43:22.425,0.058,0.003,1.013,1.038,2.136,0.854,,,,,,,3.516,-10.415,67.132,1.9,-29.7,-28.087,,0.83307,0.04031,-0.01672,0.55133,
d0:1c:1b:3a:ee:9d,2015-01-01 01:43:22.425,0.057,0.005,1.01,0.732,2.93,1.16,,,,,,,3.516,-10.388,67.132,1.9,-29.7,-28.087,,0.83307,0.04031,-0.01672,0.55133,
d0:1c:1b:3a:ee:9d,2015-01-01 01:43:22.425,0.053,0.008,1.004,0.061,3.296,1.465,,,,,,,3.521,-10.36,67.198,1.9,-29.7,-28.087,,0.83307,0.04031,-0.01672,0.55133,
d0:1c:1b:3a:ee:9d,2015-01-01 01:43:22.425,0.05,0.012,0.997,-0.916,2.441,1.709,,,,,,,3.51,-10.327,67.203,1.9,-29.7,-28.087,,0.83307,0.04031,-0.01672,0.55133,
d0:1c:1b:3a:ee:9d,2015-01-01 01:43:22.425,0.051,0.013,0.994,-1.831,0.488,2.014,,,,,,,3.494,-10.316,67.269,1.9,-29.7,-28.087,,0.83307,0.04031,-0.01672,0.55133,
d0:1c:1b:3a:ee:9d,2015-01-01 01:43:22.425,0.06,0.013,0.994,-2.747,-1.465,2.075,,,,,,,3.461,-10.322,67.28,1.9,-29.7,-28.087,,0.83307,0.04031,-0.01672,0.55133,
d0:1c:1b:3a:ee:9d,2015-01-01 01:43:22.425,0.074,0.011,1.002,-3.235,-3.235,2.136,,,,,,,3.428,-10.349,67.346,2.2,-30.1,-31.513,,0.83307,0.04031,-0.01672,0.55133,
d0:1c:1b:3a:ee:9d,2015-01-01 01:43:22.425,0.083,0.008,1.018,-3.174,-3.601,2.136,,,,,,,3.389,-10.382,67.357,2.2,-30.1,-31.513,,0.83307,0.04031,-0.01672,0.55133,
d0:1c:1b:3a:ee:9d,2015-01-01 01:43:22.425,0.086,0.0,1.029,-2.625,-3.296,1.77,,,,,,,3.356,-10.421,67.423,2.2,-30.1,-31.513,,0.83307,0.04031,-0.01672,0.55133,
d0:1c:1b:3a:ee:9d,2015-01-01 01:43:22.425,0.082,-0.006,1.036,-1.404,-2.991,0.61,,,,,,,3.334,-10.448,67.423,2.2,-30.1,-31.513,,0.83307,0.04031,-0.01672,0.55133,
d0:1c:1b:3a:ee:9d,2015-01-01 01:43:22.425,0.079,-0.005,1.037,-0.427,-3.723,-0.061,,,,,,,3.323,-10.486,67.473,2.2,-30.1,-31.513,,0.83307,0.04031,-0.01672,0.55133,
d0:1c:1b:3a:ee:9d,2015-01-01 01:43:22.425,0.083,-0.005,1.036,-0.061,-3.784,-0.061,,,,,,,3.318,-10.525,67.456,2.2,-30.1,-31.513,,0.83307,0.04031,-0.01672,0.55133,
d0:1c:1b:3a:ee:9d,2015-01-01 01:43:22.425,0.087,-0.005,1.037,-1.038,-2.38,0.244,,,,,,,3.312,-10.558,67.505,2.2,-30.1,-31.513,,0.83307,0.04031,-0.01672,0.55133,
d0:1c:1b:3a:ee:9d,2015-01-01 01:43:22.425,0.092,-0.005,1.04,-2.197,-0.488,0.366,,,,,,,3.285,-10.569,67.495,2.2,-30.1,-31.513,,0.83307,0.04031,-0.01672,0.55133,
d0:1c:1b:3a:ee:9d,2015-01-01 01:43:22.425,0.091,-0.006,1.044,-2.869,0.977,-0.183,,,,,,,3.263,-10.569,67.544,2.2,-30.1,-31.513,,0.83044,0.03745,-0.01993,0.55536,
d0:1c:1b:3a:ee:9d,2015-01-01 01:43:22.425,0.085,-0.007,1.046,-2.502,1.77,-1.16,,,,,,,3.23,-10.547,67.527,2.2,-30.1,-31.513,,0.83044,0.03745,-0.01993,0.55536,
d0:1c:1b:3a:ee:9d,2015-01-01 01:43:22.425,0.079,-0.009,1.046,-1.099,1.404,-1.709,,,,,,,3.208,-10.536,67.56,2.2,-30.1,-31.513,,0.83044,0.03745,-0.01993,0.55536,
d0:1c:1b:3a:ee:9d,2015-01-01 01:43:22.425,0.076,-0.011,1.041,0.244,0.977,-1.343,,,,,,,3.203,-10.519,67.533,2.2,-30.1,-31.513,,0.83044,0.03745,-0.01993,0.55536,
