Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),ShiftX(mm),ShiftY(mm),ShiftZ(mm),SpeedX(mm/s),SpeedY(mm/s),SpeedZ(mm/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
d0:1c:1b:3a:ee:9d,2015-01-01 00:06:03.720,0.062,0.009,1.037,1.831,-1.343,-1.038,,,,,,,-1.198,-9.564,124.162,-1.3,-6.3,-27.24,29.06,-0.46719,-0.01767,0.0249,-0.88358,
d0:1c:1b:3a:ee:9d,2015-01-01 00:06:03.720,0.066,0.01,1.033,2.441,-1.892,-0.366,,,,,,,-1.17,-9.575,124.151,-1.3,-6.3,-27.24,29.06,-0.46719,-0.01767,0.0249,-0.88358,
d0:1c:1b:3a:ee:9d,2015-01-01 00:06:03.720,0.071,0.015,1.03,2.502,-1.465,0.061,,,,,,,-1.154,-9.597,124.167,-1.3,-6.3,-27.24,29.06,-0.46719,-0.01767,0.0249,-0.88358,
d0:1c:1b:3a:ee:9d,2015-01-01 00:06:03.720,0.073,0.019,1.023,2.258,-0.244,0.366,,,,,,,-1.126,-9.602,124.162,-1.3,-6.3,-27.24,29.06,-0.46719,-0.01767,0.0249,-0.88358,
d0:1c:1b:3a:ee:9d,2015-01-01 00:06:03.720,0.073,0.022,1.014,1.587,1.343,0.488,,,,,,,-1.115,-9.597,124.178,-1.3,-6.3,-27.24,29.06,-0.46719,-0.01767,0.0249,-0.88358,
d0:1c:1b:3a:ee:9d,2015-01-01 00:06:03.720,0.071,0.027,1.008,0.732,2.93,0.0,,,,,,,-1.099,-9.569,124.173,-1.3,-6.3,-27.24,29.06,-0.46719,-0.01767,0.0249,-0.88358,
d0:1c:1b:3a:ee:9d,2015-01-01 00:06:03.720,0.065,0.031,1.003,-0.305,3.54,-0.549,,,,,,,-1.104,-9.536,124.184,-1.3,-6.3,-27.24,29.06,-0.46719,-0.01767,0.0249,-0.88358,
d0:1c:1b:3a:ee:9d,2015-01-01 00:06:03.720,0.061,0.032,1.003,-1.343,2.93,-0.488,,,,,,,-1.11,-9.503,124.167,-1.3,-6.3,-27.24,29.06,-0.46719,-0.01767,0.0249,-0.88358,
d0:1c:1b:3a:ee:9d,2015-01-01 00:06:03.720,0.064,0.028,1.009,-1.77,1.77,-0.305,,,,,,,-1.137,-9.481,124.178,-1.3,-6.3,-27.24,29.06,-0.46719,-0.01767,0.0249,-0.88358,
d0:1c:1b:3a:ee:9d,2015-01-01 00:06:03.720,0.072,0.023,1.019,-2.014,1.038,-0.061,,,,,,,-1.154,-9.465,124.167,-1.3,-6.3,-27.24,29.06,-0.46719,-0.01767,0.0249,-0.88358,
