Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),ShiftX(mm),ShiftY(mm),ShiftZ(mm),SpeedX(mm/s),SpeedY(mm/s),SpeedZ(mm/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
d0:1c:1b:3a:ee:9d,2025-10-17 12:31:31.248,0.045,-0.095,1.006,-2.38,0.244,-0.488,,,,,,,-4.351,-8.8,-158.807,-9.5,-24.3,-27.907,30.78,0.18619,-0.02438,0.03348,-0.9816,
d0:1c:1b:3a:ee:9d,2025-10-17 12:31:31.248,0.044,-0.098,1.001,-2.991,-0.244,-0.671,,,,,,,-4.384,-8.806,-158.818,-9.5,-24.3,-27.907,30.78,0.18619,-0.02438,0.03348,-0.9816,
d0:1c:1b:3a:ee:9d,2025-10-17 12:31:31.248,0.042,-0.102,1.004,-3.235,-0.671,-0.854,,,,,,,-4.417,-8.811,-158.824,-9.5,-24.3,-27.907,30.78,0.18619,-0.02438,0.03348,-0.9816,
d0:1c:1b:3a:ee:9d,2025-10-17 12:31:31.248,0.041,-0.103,1.011,-3.296,-1.221,-1.038,,,,,,,-4.455,-8.822,-158.835,-9.5,-24.3,-27.907,30.78,0.18619,-0.02438,0.03348,-0.9816,
d0:1c:1b:3a:ee:9d,2025-10-17 12:31:31.248,0.041,-0.104,1.021,-3.052,-1.526,-0.916,,,,,,,-4.488,-8.839,-158.846,-10.2,-24.0,-25.687,30.78,0.18619,-0.02438,0.03348,-0.9816,
d0:1c:1b:3a:ee:9d,2025-10-17 12:31:31.248,0.04,-0.105,1.028,-2.869,-1.343,-0.671,,,,,,,-4.521,-8.855,-158.851,-10.2,-24.0,-25.687,30.78,0.18619,-0.02438,0.03348,-0.9816,
d0:1c:1b:3a:ee:9d,2025-10-17 12:31:31.248,0.041,-0.107,1.029,-2.563,-1.282,-0.427,,,,,,,-4.554,-8.871,-158.857,-10.2,-24.0,-25.687,30.78,0.18619,-0.02438,0.03348,-0.9816,
d0:1c:1b:3a:ee:9d,2025-10-17 12:31:31.248,0.043,-0.109,1.03,-2.014,-0.854,-0.183,,,,,,,-4.581,-8.882,-158.857,-10.2,-24.0,-25.687,30.78,0.18619,-0.02438,0.03348,-0.9816,
d0:1c:1b:3a:ee:9d,2025-10-17 12:31:31.248,0.041,-0.108,1.03,-1.77,0.305,0.061,,,,,,,-4.603,-8.888,-158.857,-10.2,-24.0,-25.687,30.78,0.18619,-0.02438,0.03348,-0.9816,
d0:1c:1b:3a:ee:9d,2025-10-17 12:31:31.248,0.038,-0.106,1.024,-1.648,0.244,0.305,,,,,,,-4.62,-8.882,-158.857,-10.2,-24.0,-25.687,30.78,0.18619,-0.02438,0.03348,-0.9816,
