Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),ShiftX(mm),ShiftY(mm),ShiftZ(mm),SpeedX(mm/s),SpeedY(mm/s),SpeedZ(mm/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
d0:1c:1b:3a:ee:9d,2015-01-01 00:05:37.105,0.04,0.016,1.036,1.831,1.831,0.0,,,,,,,3.065,-10.102,120.075,2.2,-9.0,-25.827,29.13,-0.49866,-0.0386,0.00223,-0.86588,
d0:1c:1b:3a:ee:9d,2015-01-01 00:05:37.105,0.044,0.016,1.038,2.441,1.953,-0.427,,,,,,,3.076,-10.085,120.07,2.2,-9.0,-25.827,29.13,-0.49866,-0.0386,0.00223,-0.86588,
d0:1c:1b:3a:ee:9d,2015-01-01 00:05:37.105,0.048,0.015,1.037,3.174,2.319,-0.793,,,,,,,3.104,-10.074,120.075,2.2,-9.0,-25.827,29.13,-0.49866,-0.0386,0.00223,-0.86588,
d0:1c:1b:3a:ee:9d,2015-01-01 00:05:37.105,0.045,0.016,1.033,3.357,2.93,-0.732,,,,,,,3.131,-10.047,120.064,2.2,-9.0,-25.827,29.13,-0.49866,-0.0386,0.00223,-0.86588,
d0:1c:1b:3a:ee:9d,2015-01-01 00:05:37.460,0.044,0.018,1.027,3.357,2.991,-0.916,,,,,,,3.159,-10.025,120.075,2.2,-9.0,-25.827,29.13,-0.49866,-0.0386,0.00223,-0.86588,
d0:1c:1b:3a:ee:9d,2015-01-01 00:05:37.460,0.041,0.019,1.023,3.296,3.052,-0.977,,,,,,,3.186,-9.998,120.064,2.2,-9.0,-25.827,29.13,-0.49866,-0.0386,0.00223,-0.86588,
d0:1c:1b:3a:ee:9d,2015-01-01 00:05:37.460,0.035,0.019,1.021,3.174,3.418,-0.793,,,,,,,3.219,-9.976,120.064,2.2,-9.0,-25.827,29.13,-0.49866,-0.0386,0.00223,-0.86588,
d0:1c:1b:3a:ee:9d,2015-01-01 00:05:37.460,0.029,0.017,1.02,3.174,3.357,-0.427,,,,,,,3.241,-9.943,120.053,2.2,-9.0,-25.827,29.13,-0.49866,-0.0386,0.00223,-0.86588,
d0:1c:1b:3a:ee:9d,2015-01-01 00:05:37.460,0.023,0.017,1.02,3.235,2.808,-0.122,,,,,,,3.274,-9.921,120.07,2.2,-9.0,-25.827,29.13,-0.49866,-0.0386,0.00223,-0.86588,
d0:1c:1b:3a:ee:9d,2015-01-01 00:05:37.460,0.023,0.019,1.021,3.235,1.77,0.0,,,,,,,3.296,-9.904,120.064,2.2,-9.0,-25.827,29.13,-0.49866,-0.0386,0.00223,-0.86588,
