Chip Time()_filt,Acceleration X(g)_filt,Acceleration Y(g)_filt,Acceleration Z(g)_filt,Angular velocity X(°/s)_filt,Angular velocity Y(°/s)_filt,Angular velocity Z(°/s)_filt,ShiftX(mm)_filt,ShiftY(mm)_filt,ShiftZ(mm)_filt,SpeedX(mm/s)_filt,SpeedY(mm/s)_filt,SpeedZ(mm/s)_filt,Angle X(°)_filt,Angle Y(°)_filt,Angle Z(°)_filt,Magnetic field X(ʯt)_filt,Magnetic field Y(ʯt)_filt,Magnetic field Z(ʯt)_filt,Temperature(℃)_filt,Quaternions 0()_filt,Quaternions 1()_filt,Quaternions 2()_filt,Quaternions 3()_filt
0.17700832948410536,0.12497936743329789,1.001133715450082,-0.005608415909216025,2.0342572514523374,0.9228471854788644,,,,,,,8.866006654664417,-16.732002823006365,-161.08701458131046,-10.40007380576966,-24.899676194170198,-32.14730109348831,30.639999999999898,0.16910000100480127,-0.0788000099184564,-0.08248999272878042,-0.9789099999976789,
0.1777604781010325,0.12378960115283996,1.003952205358177,0.46462402341567044,1.139207947236365,0.5563606579576855,,,,,,,8.862977722717757,-16.73174536324471,-161.08542093983607,-10.630594678966972,-25.080837434111686,-31.600590515757144,30.639999999999898,0.1690959228426322,-0.07880333553670014,-0.08249648616790436,-0.9789095468403067,
0.17838811640532262,0.12286167772112029,1.0063448476484864,0.9132690403220942,0.36209201248086564,0.22342450186862167,,,,,,,8.86010339967997,-16.731391589130425,-161.08397831529416,-10.859527519471266,-25.260872340997036,-31.057494475965925,30.63999999999989,0.16909152717943035,-0.0788069170002421,-0.08250348676684123,-0.978909058435407,
0.17878151726617425,0.12240133561297034,1.0079222258175071,1.3074619669893504,-0.2003807892489455,-0.046469925695345984,,,,,,,8.857517562324928,-16.73087347713434,-161.08280080570398,-11.082812574081998,-25.43659773408577,-30.527632065712147,30.639999999999876,0.16908690325697745,-0.07881068035801696,-0.08251085305259878,-0.978908544711816,
0.17884001624683918,0.12250607298680245,1.0083285630081635,1.6069350559708284,-0.49520197527145704,-0.23371945674596561,,,,,,,8.85530516579931,-16.730155963433475,-161.08195081198485,-11.292904356932967,-25.60205580412207,-30.028933216228147,30.639999999999855,0.1690828387532081,-0.07881398324626064,-0.08251733086705579,-0.9789080931951235,
0.17850099568276145,0.12314418738078585,1.0073247416024655,1.7691662982800394,-0.5230216596933454,-0.331105409483955,,,,,,,8.85349404916805,-16.729241208374315,-161.08143542932478,-11.479899342816065,-25.74939281674896,-29.584973624923265,30.63999999999984,0.16908090254038988,-0.07881554793232591,-0.08252042131521496,-0.9789078781979775,
0.17777747020208332,0.12416665847251623,1.0048981375793464,1.7596555632479653,-0.3354928176981998,-0.3437560908459681,,,,,,,8.85205947717811,-16.72816440396991,-161.08121700792785,-11.634206430318677,-25.870959769793977,-29.218638928428998,30.63999999999984,0.16908326497536766,-0.07881360808484283,-0.08251666678996514,-0.9789081408487373,
0.17678253895594698,0.12534767362783308,1.0013478211437516,1.563930185758243,-0.01991888952371649,-0.286759646157316,,,,,,,8.850936870991907,-16.72698374662301,-161.08123203387234,-11.749404117281674,-25.961573211752544,-28.945329321591064,30.639999999999848,0.16909226160281593,-0.07880626431355392,-0.08250234579445434,-0.9789091406136596,
0.17572060676189727,0.12644073242085724,0.997290285669078,1.1968679314347026,0.3246966835122659,-0.18132851893881574,,,,,,,8.850037445298106,-16.725768226406515,-161.0814112738254,-11.824032139053873,-26.019953574268573,-28.768672660975128,30.639999999999862,0.16910977782457623,-0.07879198513950067,-0.08247445312977442,-0.9789110869311932,
0.1748395001511372,0.12723361764451632,0.9935568827544512,0.7055760132591956,0.612847052225859,-0.05065959953372392,,,,,,,8.849263658325306,-16.724585572757793,-161.08169546777998,-11.861787304028732,-26.048921750568862,-28.680006811611367,30.639999999999883,0.1691366033958229,-0.0787701320230463,-0.08243172841497619,-0.9789140674992963,
0.17435702589365304,0.12758825425837383,0.9909982801018481,0.1640156190123698,0.7910732168861722,0.08359042365399921,,,,,,,8.848523689974261,-16.72349092976406,-161.08204352277426,-11.870337489558986,-26.054514546682356,-28.66113316590563,30.639999999999898,0.1691719552721754,-0.0787413467352995,-0.08237541674713961,-0.9789179952735155,
