Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),ShiftX(mm),ShiftY(mm),ShiftZ(mm),SpeedX(mm/s),SpeedY(mm/s),SpeedZ(mm/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
d0:1c:1b:3a:ee:9d,2015-01-01 00:16:04.940,0.089,0.055,1.055,6.897,-0.427,-33.447,,,,,,,4.993,-8.871,146.102,4.5,-15.4,-21.48,31.07,0.27695,0.03015,0.02426,0.96005,
d0:1c:1b:3a:ee:9d,2015-01-01 00:16:04.940,0.073,0.054,1.057,9.338,2.014,-36.743,,,,,,,5.087,-8.839,145.75,4.5,-15.4,-21.48,31.07,0.27695,0.03015,0.02426,0.96005,
d0:1c:1b:3a:ee:9d,2015-01-01 00:16:04.940,0.061,0.054,1.056,12.146,2.197,-41.138,,,,,,,5.208,-8.789,145.366,4.5,-15.4,-21.48,31.07,0.27695,0.03015,0.02426,0.96005,
d0:1c:1b:3a:ee:9d,2015-01-01 00:16:04.940,0.055,0.059,1.053,14.404,0.0,-46.997,,,,,,,5.356,-8.745,144.926,4.5,-15.4,-21.48,31.07,0.27695,0.03015,0.02426,0.96005,
d0:1c:1b:3a:ee:9d,2015-01-01 00:16:04.940,0.055,0.063,1.053,16.541,-0.916,-51.392,,,,,,,5.526,-8.718,144.426,4.5,-15.4,-21.48,31.07,0.27695,0.03015,0.02426,0.96005,
d0:1c:1b:3a:ee:9d,2015-01-01 00:16:04.940,0.06,0.062,1.054,18.555,0.366,-52.429,,,,,,,5.724,-8.685,143.904,4.5,-15.4,-21.48,31.07,0.27695,0.03015,0.02426,0.96005,
d0:1c:1b:3a:ee:9d,2015-01-01 00:16:04.940,0.057,0.061,1.049,19.47,5.066,-49.988,,,,,,,5.927,-8.613,143.399,4.5,-15.4,-21.48,31.07,0.27695,0.03015,0.02426,0.96005,
d0:1c:1b:3a:ee:9d,2015-01-01 00:16:04.940,0.035,0.061,1.038,19.958,9.46,-47.852,,,,,,,6.141,-8.498,142.921,4.5,-15.4,-21.48,31.07,0.27695,0.03015,0.02426,0.96005,
d0:1c:1b:3a:ee:9d,2015-01-01 00:16:04.940,0.017,0.065,1.026,20.874,9.033,-49.438,,,,,,,6.361,-8.361,142.449,4.5,-15.4,-21.48,31.07,0.27695,0.03015,0.02426,0.96005,
d0:1c:1b:3a:ee:9d,2015-01-01 00:16:04.940,0.032,0.078,1.02,20.813,2.869,-55.786,,,,,,,6.581,-8.251,141.932,4.5,-15.4,-21.48,31.07,0.27695,0.03015,0.02426,0.96005,
d0:1c:1b:3a:ee:9d,2015-01-01 00:16:04.940,0.063,0.089,1.025,20.569,0.671,-63.965,,,,,,,6.801,-8.185,141.334,4.5,-15.4,-21.48,31.07,0.27695,0.03015,0.02426,0.96005,
d0:1c:1b:3a:ee:9d,2015-01-01 00:16:04.940,0.1,0.095,1.033,19.958,3.54,-70.129,,,,,,,7.02,-8.097,140.663,4.5,-15.4,-21.48,31.07,0.27695,0.03015,0.02426,0.96005,
d0:1c:1b:3a:ee:9d,2015-01-01 00:16:04.940,0.122,0.095,1.032,18.982,9.888,-74.829,,,,,,,7.234,-7.96,139.949,4.5,-15.4,-21.48,31.07,0.27695,0.03015,0.02426,0.96005,
d0:1c:1b:3a:ee:9d,2015-01-01 00:16:04.940,0.12,0.093,1.03,19.043,20.447,-80.261,,,,,,,7.438,-7.723,139.191,4.5,-15.4,-21.48,31.07,0.27695,0.03015,0.02426,0.96005,
d0:1c:1b:3a:ee:9d,2015-01-01 00:16:04.940,0.088,0.091,1.026,19.531,30.701,-83.496,,,,,,,7.646,-7.372,138.406,4.5,-15.4,-21.48,31.07,0.27695,0.03015,0.02426,0.96005,
d0:1c:1b:3a:ee:9d,2015-01-01 00:16:04.940,0.056,0.103,1.009,17.639,36.377,-82.336,,,,,,,7.839,-6.932,137.62,4.5,-15.4,-21.48,31.07,0.27695,0.03015,0.02426,0.96005,
d0:1c:1b:3a:ee:9d,2015-01-01 00:16:04.940,0.031,0.121,0.986,13.123,38.635,-81.116,,,,,,,7.993,-6.465,136.857,4.5,-15.4,-21.48,31.07,0.27695,0.03015,0.02426,0.96005,
d0:1c:1b:3a:ee:9d,2015-01-01 00:16:04.940,0.006,0.129,0.97,8.057,39.124,-81.055,,,,,,,8.091,-5.988,136.099,4.5,-15.4,-21.48,31.07,0.27695,0.03015,0.02426,0.96005,
d0:1c:1b:3a:ee:9d,2015-01-01 00:16:04.940,-0.022,0.124,0.965,4.15,37.17,-83.069,,,,,,,8.135,-5.51,135.335,4.5,-15.4,-21.48,31.07,0.27695,0.03015,0.02426,0.96005,
d0:1c:1b:3a:ee:9d,2015-01-01 00:16:04.940,-0.06,0.112,0.968,2.075,33.325,-84.412,,,,,,,8.146,-5.059,134.544,4.5,-15.4,-21.48,31.07,0.27695,0.03015,0.02426,0.96005,
d0:1c:1b:3a:ee:9d,2015-01-01 00:16:04.940,-0.088,0.103,0.975,0.854,28.259,-82.458,,,,,,,8.135,-4.653,133.753,4.5,-15.4,-21.48,31.07,0.27695,0.03015,0.02426,0.96005,
d0:1c:1b:3a:ee:9d,2015-01-01 00:16:04.940,-0.089,0.105,0.973,-2.502,22.4,-78.125,,,,,,,8.097,-4.307,132.99,4.5,-15.4,-21.48,31.07,0.27695,0.03015,0.02426,0.96005,
d0:1c:1b:3a:ee:9d,2015-01-01 00:16:04.940,-0.081,0.116,0.97,-8.362,20.264,-72.449,,,,,,,8.009,-4.016,132.275,4.5,-15.4,-21.48,31.07,0.27695,0.03015,0.02426,0.96005,
d0:1c:1b:3a:ee:9d,2015-01-01 00:16:04.940,-0.067,0.125,0.977,-13.55,23.376,-67.627,,,,,,,7.861,-3.719,131.605,4.5,-15.4,-21.48,31.07,0.27695,0.03015,0.02426,0.96005,
d0:1c:1b:3a:ee:9d,2015-01-01 00:16:04.940,-0.034,0.124,0.983,-18.372,31.616,-64.697,,,,,,,7.668,-3.373,130.984,4.3,-6.9,-21.08,31.07,0.27695,0.03015,0.02426,0.96005,
d0:1c:1b:3a:ee:9d,2015-01-01 00:16:04.940,-0.043,0.121,0.977,-24.536,46.692,-66.101,,,,,,,7.41,-2.911,130.38,4.3,-6.9,-21.08,31.07,0.27695,0.03015,0.02426,0.96005,
d0:1c:1b:3a:ee:9d,2015-01-01 00:16:04.940,-0.091,0.115,0.962,-30.762,59.753,-66.772,,,,,,,7.092,-2.302,129.776,4.3,-6.9,-21.08,31.07,0.27695,0.03015,0.02426,0.96005,
d0:1c:1b:3a:ee:9d,2015-01-01 00:16:04.940,-0.171,0.1,0.95,-34.912,60.608,-68.42,,,,,,,6.702,-1.626,129.166,4.3,-6.9,-21.08,31.07,0.27695,0.03015,0.02426,0.96005,
d0:1c:1b:3a:ee:9d,2015-01-01 00:16:04.940,-0.232,0.081,0.93,-36.865,52.063,-67.566,,,,,,,6.284,-1.0,128.54,4.3,-6.9,-21.08,31.07,0.43506,-0.02133,0.06128,0.89801,
d0:1c:1b:3a:ee:9d,2015-01-01 00:16:04.940,-0.233,0.049,0.917,-38.269,35.156,-65.186,,,,,,,5.839,-0.516,127.914,4.3,-6.9,-21.08,31.07,0.43506,-0.02133,0.06128,0.89801,
d0:1c:1b:3a:ee:9d,2015-01-01 00:16:04.940,-0.227,0.021,0.947,-36.438,23.621,-60.364,,,,,,,5.4,-0.187,127.31,4.3,-6.9,-21.08,31.07,0.43506,-0.02133,0.06128,0.89801,
d0:1c:1b:3a:ee:9d,2015-01-01 00:16:04.940,-0.199,0.021,0.979,-34.912,15.564,-56.519,,,,,,,4.977,0.044,126.738,4.3,-6.9,-21.08,31.07,0.43506,-0.02133,0.06128,0.89801,
d0:1c:1b:3a:ee:9d,2015-01-01 00:16:04.940,-0.17,0.033,0.991,-36.804,10.193,-55.542,,,,,,,4.554,0.192,126.183,4.3,-6.9,-21.08,31.07,0.43506,-0.02133,0.06128,0.89801,
d0:1c:1b:3a:ee:9d,2015-01-01 00:16:04.940,-0.153,0.046,0.994,-41.26,11.475,-52.551,,,,,,,4.092,0.33,125.651,4.3,-6.9,-21.08,31.07,0.43506,-0.02133,0.06128,0.89801,
d0:1c:1b:3a:ee:9d,2015-01-01 00:16:04.940,-0.14,0.053,1.007,-46.509,17.151,-49.561,,,,,,,3.587,0.489,125.14,4.3,-6.9,-21.08,31.07,0.43506,-0.02133,0.06128,0.89801,
d0:1c:1b:3a:ee:9d,2015-01-01 00:16:04.940,-0.125,0.041,1.027,-48.889,26.733,-44.983,,,,,,,3.043,0.731,124.678,4.3,-6.9,-21.08,31.07,0.43506,-0.02133,0.06128,0.89801,
d0:1c:1b:3a:ee:9d,2015-01-01 00:16:05.300,-0.146,0.014,1.043,-48.584,38.391,-41.138,,,,,,,2.499,1.071,124.255,4.3,-6.9,-21.08,31.07,0.43506,-0.02133,0.06128,0.89801,
d0:1c:1b:3a:ee:9d,2015-01-01 00:16:05.300,-0.263,-0.008,1.039,-46.753,44.678,-35.461,,,,,,,1.961,1.505,123.882,4.3,-6.9,-21.08,31.07,0.43506,-0.02133,0.06128,0.89801,
d0:1c:1b:3a:ee:9d,2015-01-01 00:16:05.300,-0.364,-0.042,1.019,-41.565,32.776,-25.635,,,,,,,1.472,1.901,123.58,4.3,-6.9,-21.08,31.07,0.43506,-0.02133,0.06128,0.89801,
