Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),ShiftX(mm),ShiftY(mm),ShiftZ(mm),SpeedX(mm/s),SpeedY(mm/s),SpeedZ(mm/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
d0:1c:1b:3a:ee:9d,2025-10-17 12:34:34.893,0.006,-0.043,1.028,-1.16,4.395,-0.427,,,,,,,-0.687,-6.004,-155.116,-9.5,-26.3,-24.447,30.82,0.21997,-0.00293,0.01178,-0.97537,
d0:1c:1b:3a:ee:9d,2025-10-17 12:34:34.893,0.006,-0.044,1.034,-1.038,5.737,-0.366,,,,,,,-0.703,-5.955,-155.121,-9.5,-26.3,-24.447,30.82,0.21997,-0.00293,0.01178,-0.97537,
d0:1c:1b:3a:ee:9d,2025-10-17 12:34:34.893,0.001,-0.044,1.039,-0.427,7.69,0.549,,,,,,,-0.714,-5.889,-155.121,-9.5,-26.3,-24.447,30.82,0.21997,-0.00293,0.01178,-0.97537,
d0:1c:1b:3a:ee:9d,2025-10-17 12:34:34.893,0.0,-0.039,1.038,0.0,8.789,0.854,,,,,,,-0.72,-5.806,-155.116,-9.5,-26.3,-24.447,30.82,0.21997,-0.00293,0.01178,-0.97537,
d0:1c:1b:3a:ee:9d,2025-10-17 12:34:34.893,-0.004,-0.033,1.032,0.0,9.827,0.916,,,,,,,-0.72,-5.713,-155.116,-9.5,-26.3,-24.447,30.82,0.21997,-0.00293,0.01178,-0.97537,
d0:1c:1b:3a:ee:9d,2025-10-17 12:34:34.893,-0.012,-0.028,1.026,-0.427,10.742,1.221,,,,,,,-0.731,-5.614,-155.105,-9.5,-26.3,-24.447,30.82,0.21997,-0.00293,0.01178,-0.97537,
d0:1c:1b:3a:ee:9d,2025-10-17 12:34:34.893,-0.02,-0.027,1.021,-1.16,10.803,1.526,,,,,,,-0.742,-5.504,-155.099,-9.5,-26.3,-24.447,30.82,0.21997,-0.00293,0.01178,-0.97537,
d0:1c:1b:3a:ee:9d,2025-10-17 12:34:34.893,-0.025,-0.031,1.019,-1.343,10.01,1.77,,,,,,,-0.758,-5.4,-155.083,-9.5,-26.3,-24.447,30.82,0.21997,-0.00293,0.01178,-0.97537,
d0:1c:1b:3a:ee:9d,2025-10-17 12:34:34.893,-0.03,-0.038,1.021,-0.61,8.85,1.77,,,,,,,-0.769,-5.306,-155.067,-7.5,-26.3,-24.447,30.82,0.21997,-0.00293,0.01178,-0.97537,
d0:1c:1b:3a:ee:9d,2025-10-17 12:34:34.893,-0.035,-0.037,1.026,-0.061,7.874,1.526,,,,,,,-0.78,-5.224,-155.056,-7.5,-26.3,-24.447,30.82,0.21997,-0.00293,0.01178,-0.97537,
d0:1c:1b:3a:ee:9d,2025-10-17 12:34:34.893,-0.034,-0.032,1.028,-0.305,6.958,1.465,,,,,,,-0.78,-5.153,-155.045,-7.5,-26.3,-24.447,30.82,0.21997,-0.00293,0.01178,-0.97537,
