Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),ShiftX(mm),ShiftY(mm),ShiftZ(mm),SpeedX(mm/s),SpeedY(mm/s),SpeedZ(mm/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
d0:1c:1b:3a:ee:9d,2015-01-01 02:02:38.960,0.045,0.102,0.947,25.879,-5.554,51.453,,,,,,,8.998,-9.498,-157.269,1.4,-34.5,-27.62,30.74,0.17505,-0.01761,-0.04062,-0.98352,
d0:1c:1b:3a:ee:9d,2015-01-01 02:02:38.960,0.026,0.105,0.984,21.729,2.319,59.937,,,,,,,9.196,-9.591,-156.714,1.4,-34.5,-27.62,30.74,0.17505,-0.01761,-0.04062,-0.98352,
d0:1c:1b:3a:ee:9d,2015-01-01 02:02:38.960,-0.005,0.096,1.003,18.677,9.521,68.359,,,,,,,9.355,-9.619,-156.072,1.4,-34.5,-27.62,30.74,0.17505,-0.01761,-0.04062,-0.98352,
d0:1c:1b:3a:ee:9d,2015-01-01 02:02:38.960,-0.048,0.078,1.008,17.029,15.015,77.393,,,,,,,9.481,-9.602,-155.325,1.4,-34.5,-27.62,30.74,0.17505,-0.01761,-0.04062,-0.98352,
d0:1c:1b:3a:ee:9d,2015-01-01 02:02:38.960,-0.098,0.061,1.007,17.273,14.954,87.646,,,,,,,9.602,-9.569,-154.484,1.4,-34.5,-27.62,30.74,0.17505,-0.01761,-0.04062,-0.98352,
d0:1c:1b:3a:ee:9d,2015-01-01 02:02:38.960,-0.159,0.058,1.011,19.104,7.263,97.046,,,,,,,9.723,-9.597,-153.545,1.4,-34.5,-27.62,30.74,0.17505,-0.01761,-0.04062,-0.98352,
d0:1c:1b:3a:ee:9d,2015-01-01 02:02:38.960,-0.189,0.065,1.021,22.949,-8.179,107.727,,,,,,,9.866,-9.756,-152.529,1.4,-34.5,-27.62,30.74,0.17505,-0.01761,-0.04062,-0.98352,
d0:1c:1b:3a:ee:9d,2015-01-01 02:02:38.960,-0.145,0.046,1.036,31.555,-26.55,119.69,,,,,,,10.069,-10.124,-151.43,1.4,-34.5,-27.62,30.74,0.17505,-0.01761,-0.04062,-0.98352,
d0:1c:1b:3a:ee:9d,2015-01-01 02:02:38.960,-0.095,0.034,1.079,41.626,-34.241,135.01,,,,,,,10.349,-10.646,-150.211,1.4,-34.5,-27.62,30.74,0.17505,-0.01761,-0.04062,-0.98352,
d0:1c:1b:3a:ee:9d,2015-01-01 02:02:38.960,-0.042,0.058,1.121,50.354,-34.241,145.874,,,,,,,10.701,-11.217,-148.87,1.4,-34.5,-27.62,30.74,0.17505,-0.01761,-0.04062,-0.98352,
d0:1c:1b:3a:ee:9d,2015-01-01 02:02:38.960,0.007,0.097,1.132,56.885,-32.715,150.024,,,,,,,11.107,-11.805,-147.458,1.4,-34.5,-27.62,30.74,0.17505,-0.01761,-0.04062,-0.98352,
d0:1c:1b:3a:ee:9d,2015-01-01 02:02:38.960,0.039,0.146,1.103,61.218,-35.4,146.362,,,,,,,11.552,-12.398,-146.047,1.4,-34.5,-27.62,30.74,0.17505,-0.01761,-0.04062,-0.98352,
d0:1c:1b:3a:ee:9d,2015-01-01 02:02:38.960,0.057,0.185,1.071,65.674,-37.842,139.343,,,,,,,12.036,-13.03,-144.712,1.4,-34.5,-27.62,30.74,0.17505,-0.01761,-0.04062,-0.98352,
d0:1c:1b:3a:ee:9d,2015-01-01 02:02:38.960,0.061,0.199,1.035,70.129,-45.471,133.057,,,,,,,12.557,-13.7,-143.454,1.4,-34.5,-27.62,30.74,0.17505,-0.01761,-0.04062,-0.98352,
d0:1c:1b:3a:ee:9d,2015-01-01 02:02:38.960,0.054,0.198,1.016,73.12,-54.688,134.033,,,,,,,13.107,-14.469,-142.251,1.4,-34.5,-27.62,30.74,0.17505,-0.01761,-0.04062,-0.98352,
d0:1c:1b:3a:ee:9d,2015-01-01 02:02:38.960,0.066,0.184,1.007,77.515,-65.552,139.099,,,,,,,13.672,-15.348,-141.026,1.4,-34.5,-27.62,30.74,0.17505,-0.01761,-0.04062,-0.98352,
d0:1c:1b:3a:ee:9d,2015-01-01 02:02:38.960,0.14,0.166,0.979,81.787,-80.017,145.264,,,,,,,14.26,-16.386,-139.79,-9.9,-50.0,-24.513,30.74,0.17505,-0.01761,-0.04062,-0.98352,
d0:1c:1b:3a:ee:9d,2015-01-01 02:02:38.960,0.243,0.176,0.952,83.13,-86.243,145.813,,,,,,,14.854,-17.551,-138.543,-9.9,-50.0,-24.513,30.74,0.17505,-0.01761,-0.04062,-0.98352,
d0:1c:1b:3a:ee:9d,2015-01-01 02:02:38.960,0.367,0.21,0.927,81.848,-83.191,138.977,,,,,,,15.425,-18.721,-137.346,-9.9,-50.0,-24.513,30.74,0.17505,-0.01761,-0.04062,-0.98352,
d0:1c:1b:3a:ee:9d,2015-01-01 02:02:38.960,0.46,0.252,0.894,76.599,-71.411,123.84,,,,,,,15.969,-19.808,-136.241,-9.9,-50.0,-24.513,30.74,0.17505,-0.01761,-0.04062,-0.98352,
d0:1c:1b:3a:ee:9d,2015-01-01 02:02:38.960,0.518,0.29,0.858,66.406,-51.514,106.75,,,,,,,16.441,-20.698,-135.275,-9.9,-50.0,-24.513,30.74,0.17505,-0.01761,-0.04062,-0.98352,
d0:1c:1b:3a:ee:9d,2015-01-01 02:02:38.960,0.527,0.315,0.83,54.138,-30.151,87.891,,,,,,,16.82,-21.341,-134.423,-9.9,-50.0,-24.513,30.74,0.17505,-0.01761,-0.04062,-0.98352,
d0:1c:1b:3a:ee:9d,2015-01-01 02:02:38.960,0.497,0.317,0.802,40.283,-13.489,71.289,,,,,,,17.089,-21.747,-133.704,-9.9,-50.0,-24.513,30.74,0.17505,-0.01761,-0.04062,-0.98352,
d0:1c:1b:3a:ee:9d,2015-01-01 02:02:38.960,0.488,0.292,0.781,29.419,-10.559,59.143,,,,,,,17.26,-22.033,-133.094,-9.9,-50.0,-24.513,30.74,0.17505,-0.01761,-0.04062,-0.98352,
d0:1c:1b:3a:ee:9d,2015-01-01 02:02:38.960,0.502,0.267,0.799,21.24,-8.606,50.476,,,,,,,17.364,-22.28,-132.589,-9.9,-50.0,-24.513,30.74,0.40564,-0.0686,-0.18124,-0.89319,
d0:1c:1b:3a:ee:9d,2015-01-01 02:02:38.960,0.528,0.25,0.832,14.038,-6.47,43.579,,,,,,,17.408,-22.478,-132.144,-9.9,-50.0,-24.513,30.74,0.40564,-0.0686,-0.18124,-0.89319,
d0:1c:1b:3a:ee:9d,2015-01-01 02:02:38.960,0.58,0.238,0.868,9.216,-6.348,35.156,,,,,,,17.408,-22.654,-131.776,-9.9,-50.0,-24.513,30.74,0.40564,-0.0686,-0.18124,-0.89319,
d0:1c:1b:3a:ee:9d,2015-01-01 02:02:38.960,0.64,0.237,0.906,5.859,-0.793,22.339,,,,,,,17.402,-22.769,-131.501,-9.9,-50.0,-24.513,30.74,0.40564,-0.0686,-0.18124,-0.89319,
d0:1c:1b:3a:ee:9d,2015-01-01 02:02:39.285,0.672,0.246,0.934,2.014,10.498,5.066,,,,,,,17.391,-22.758,-131.358,-9.9,-50.0,-24.513,30.74,0.40564,-0.0686,-0.18124,-0.89319,
d0:1c:1b:3a:ee:9d,2015-01-01 02:02:39.285,0.678,0.25,0.938,-2.625,21.851,-14.526,,,,,,,17.386,-22.582,-131.364,-9.9,-50.0,-24.513,30.74,0.40564,-0.0686,-0.18124,-0.89319,
d0:1c:1b:3a:ee:9d,2015-01-01 02:02:39.285,0.653,0.249,0.924,-8.789,32.776,-35.156,,,,,,,17.375,-22.242,-131.55,-9.9,-50.0,-24.513,30.74,0.40564,-0.0686,-0.18124,-0.89319,
d0:1c:1b:3a:ee:9d,2015-01-01 02:02:39.285,0.599,0.244,0.893,-17.395,42.297,-56.396,,,,,,,17.331,-21.742,-131.896,-9.9,-50.0,-24.513,30.74,0.40564,-0.0686,-0.18124,-0.89319,
d0:1c:1b:3a:ee:9d,2015-01-01 02:02:39.285,0.534,0.243,0.861,-26.001,46.082,-72.876,,,,,,,17.243,-21.127,-132.429,-9.9,-50.0,-24.513,30.74,0.40564,-0.0686,-0.18124,-0.89319,
d0:1c:1b:3a:ee:9d,2015-01-01 02:02:39.285,0.465,0.251,0.828,-36.804,44.373,-88.318,,,,,,,17.089,-20.462,-133.105,-9.9,-50.0,-24.513,30.74,0.40564,-0.0686,-0.18124,-0.89319,
d0:1c:1b:3a:ee:9d,2015-01-01 02:02:39.285,0.409,0.249,0.797,-47.791,35.706,-100.83,,,,,,,16.853,-19.814,-133.945,-9.9,-50.0,-24.513,30.74,0.40564,-0.0686,-0.18124,-0.89319,
d0:1c:1b:3a:ee:9d,2015-01-01 02:02:39.285,0.38,0.249,0.79,-57.678,24.231,-112.671,,,,,,,16.54,-19.243,-134.923,-9.9,-50.0,-24.513,30.74,0.40564,-0.0686,-0.18124,-0.89319,
d0:1c:1b:3a:ee:9d,2015-01-01 02:02:39.285,0.38,0.253,0.807,-65.979,14.038,-124.512,,,,,,,16.161,-18.754,-136.06,-9.9,-50.0,-24.513,30.74,0.40564,-0.0686,-0.18124,-0.89319,
d0:1c:1b:3a:ee:9d,2015-01-01 02:02:39.285,0.392,0.256,0.833,-73.364,7.324,-138.0,,,,,,,15.727,-18.32,-137.335,-9.9,-50.0,-24.513,30.74,0.40564,-0.0686,-0.18124,-0.89319,
d0:1c:1b:3a:ee:9d,2015-01-01 02:02:39.285,0.392,0.259,0.857,-81.055,5.615,-152.649,,,,,,,15.244,-17.891,-138.768,-9.9,-50.0,-24.513,30.74,0.40564,-0.0686,-0.18124,-0.89319,
d0:1c:1b:3a:ee:9d,2015-01-01 02:02:39.285,0.375,0.261,0.876,-89.905,8.057,-167.297,,,,,,,14.689,-17.446,-140.345,-9.9,-50.0,-24.513,30.74,0.40564,-0.0686,-0.18124,-0.89319,
d0:1c:1b:3a:ee:9d,2015-01-01 02:02:39.285,0.333,0.243,0.884,-97.534,13.672,-180.237,,,,,,,14.068,-16.935,-142.053,-9.9,-50.0,-24.513,30.74,0.40564,-0.0686,-0.18124,-0.89319,
