Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),ShiftX(mm),ShiftY(mm),ShiftZ(mm),SpeedX(mm/s),SpeedY(mm/s),SpeedZ(mm/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
d0:1c:1b:3a:ee:9d,2025-10-17 14:06:22.473,-0.141,0.107,1.012,-23.376,-32.471,-12.573,,,,,,,7.894,-4.153,-112.242,-54.7,-12.3,-28.46,28.09,0.56302,0.06024,-0.0463,-0.82288,
d0:1c:1b:3a:ee:9d,2025-10-17 14:06:22.473,-0.12,0.108,1.037,-26.367,-31.86,-8.911,,,,,,,7.63,-4.466,-112.385,-54.7,-12.3,-28.46,28.09,0.56302,0.06024,-0.0463,-0.82288,
d0:1c:1b:3a:ee:9d,2025-10-17 14:06:22.473,-0.089,0.091,1.065,-27.222,-23.193,-4.944,,,,,,,7.35,-4.735,-112.484,-54.7,-12.3,-28.46,28.09,0.56302,0.06024,-0.0463,-0.82288,
d0:1c:1b:3a:ee:9d,2025-10-17 14:06:22.473,-0.07,0.06,1.083,-24.353,-9.155,-0.732,,,,,,,7.081,-4.894,-112.527,-54.7,-12.3,-28.46,28.09,0.56302,0.06024,-0.0463,-0.82288,
d0:1c:1b:3a:ee:9d,2025-10-17 14:06:22.473,-0.07,0.042,1.097,-20.203,3.418,1.77,,,,,,,6.855,-4.911,-112.522,-54.7,-12.3,-28.46,28.09,0.56302,0.06024,-0.0463,-0.82288,
d0:1c:1b:3a:ee:9d,2025-10-17 14:06:22.473,-0.075,0.037,1.11,-14.954,9.216,1.404,,,,,,,6.674,-4.845,-112.495,-54.7,-12.3,-28.46,28.09,0.56302,0.06024,-0.0463,-0.82288,
d0:1c:1b:3a:ee:9d,2025-10-17 14:06:22.473,-0.073,0.036,1.131,-7.263,7.568,-0.916,,,,,,,6.559,-4.757,-112.484,-54.7,-12.3,-28.46,28.09,0.56302,0.06024,-0.0463,-0.82288,
d0:1c:1b:3a:ee:9d,2025-10-17 14:06:22.473,-0.057,0.042,1.148,0.61,1.221,-2.93,,,,,,,6.52,-4.713,-112.505,-54.7,-12.3,-28.46,28.09,0.56302,0.06024,-0.0463,-0.82288,
d0:1c:1b:3a:ee:9d,2025-10-17 14:06:22.473,-0.034,0.045,1.143,7.568,-2.991,-3.662,,,,,,,6.559,-4.73,-112.538,-54.7,-12.3,-28.46,28.09,0.56302,0.06024,-0.0463,-0.82288,
d0:1c:1b:3a:ee:9d,2025-10-17 14:06:22.473,-0.024,0.044,1.121,14.16,-2.625,-2.869,,,,,,,6.663,-4.757,-112.577,-54.7,-12.3,-28.46,28.09,0.56302,0.06024,-0.0463,-0.82288,
d0:1c:1b:3a:ee:9d,2025-10-17 14:06:22.473,-0.03,0.055,1.086,17.578,-1.953,-1.709,,,,,,,6.823,-4.779,-112.599,-54.7,-12.3,-28.46,28.09,0.56302,0.06024,-0.0463,-0.82288,
d0:1c:1b:3a:ee:9d,2025-10-17 14:06:22.473,-0.037,0.074,1.039,17.029,-3.357,-0.793,,,,,,,6.987,-4.807,-112.615,-54.7,-12.3,-28.46,28.09,0.56302,0.06024,-0.0463,-0.82288,
d0:1c:1b:3a:ee:9d,2025-10-17 14:06:22.473,-0.045,0.09,1.003,14.893,-3.723,-0.061,,,,,,,7.141,-4.845,-112.621,-54.7,-12.3,-28.46,28.09,0.56302,0.06024,-0.0463,-0.82288,
d0:1c:1b:3a:ee:9d,2025-10-17 14:06:22.473,-0.054,0.105,0.989,12.207,-2.747,0.61,,,,,,,7.267,-4.878,-112.621,-54.7,-12.3,-28.46,28.09,0.56302,0.06024,-0.0463,-0.82288,
d0:1c:1b:3a:ee:9d,2025-10-17 14:06:22.473,-0.069,0.122,0.986,9.277,-2.136,1.892,,,,,,,7.372,-4.905,-112.61,-54.7,-12.3,-28.46,28.09,0.56302,0.06024,-0.0463,-0.82288,
d0:1c:1b:3a:ee:9d,2025-10-17 14:06:22.473,-0.086,0.132,0.983,6.348,-3.784,3.601,,,,,,,7.443,-4.938,-112.588,-54.7,-12.3,-28.46,28.09,0.56302,0.06024,-0.0463,-0.82288,
d0:1c:1b:3a:ee:9d,2025-10-17 14:06:22.473,-0.087,0.133,0.983,3.784,-8.972,4.883,,,,,,,7.487,-5.01,-112.544,-54.7,-12.3,-28.46,28.09,0.56302,0.06024,-0.0463,-0.82288,
d0:1c:1b:3a:ee:9d,2025-10-17 14:06:22.473,-0.071,0.132,0.985,1.221,-14.099,5.981,,,,,,,7.504,-5.136,-112.505,-54.7,-12.3,-28.46,28.09,0.56302,0.06024,-0.0463,-0.82288,
d0:1c:1b:3a:ee:9d,2025-10-17 14:06:22.473,-0.051,0.121,0.988,-0.305,-16.418,7.629,,,,,,,7.498,-5.306,-112.456,-54.7,-12.3,-28.46,28.09,0.56302,0.06024,-0.0463,-0.82288,
d0:1c:1b:3a:ee:9d,2025-10-17 14:06:22.473,-0.034,0.108,0.999,-0.61,-16.541,9.521,,,,,,,7.487,-5.482,-112.39,-54.7,-12.3,-28.46,28.09,0.56302,0.06024,-0.0463,-0.82288,
d0:1c:1b:3a:ee:9d,2025-10-17 14:06:22.473,-0.02,0.105,1.014,-0.854,-14.526,10.62,,,,,,,7.476,-5.652,-112.302,-54.7,-12.3,-28.46,28.09,0.56302,0.06024,-0.0463,-0.82288,
d0:1c:1b:3a:ee:9d,2025-10-17 14:06:22.473,-0.017,0.101,1.027,-0.122,-11.047,11.536,,,,,,,7.465,-5.79,-112.209,-54.7,-12.3,-28.46,28.09,0.56302,0.06024,-0.0463,-0.82288,
d0:1c:1b:3a:ee:9d,2025-10-17 14:06:22.473,-0.017,0.098,1.032,0.732,-9.094,11.841,,,,,,,7.46,-5.9,-112.099,-54.7,-12.3,-28.46,28.09,0.56302,0.06024,-0.0463,-0.82288,
d0:1c:1b:3a:ee:9d,2025-10-17 14:06:22.473,-0.018,0.099,1.032,1.16,-7.568,12.268,,,,,,,7.465,-5.999,-111.989,-54.7,-12.3,-28.46,28.09,0.56302,0.06024,-0.0463,-0.82288,
d0:1c:1b:3a:ee:9d,2025-10-17 14:06:22.473,-0.023,0.098,1.028,1.77,-5.981,13.367,,,,,,,7.476,-6.081,-111.868,-55.5,-12.8,-24.9,28.09,0.56302,0.06024,-0.0463,-0.82288,
