Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),ShiftX(mm),ShiftY(mm),ShiftZ(mm),SpeedX(mm/s),SpeedY(mm/s),SpeedZ(mm/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
d0:1c:1b:3a:ee:9d,2015-01-01 01:23:48.820,0.061,-0.091,0.873,95.825,-38.208,23.804,,,,,,,-2.17,-14.59,-157.533,0.0,-16.8,-25.98,30.64,0.17822,-0.10175,0.14975,-0.96713,
d0:1c:1b:3a:ee:9d,2015-01-01 01:23:48.820,0.135,-0.071,0.903,89.722,-50.171,24.658,,,,,,,-1.291,-15.035,-157.264,0.0,-16.8,-25.98,30.64,0.17822,-0.10175,0.14975,-0.96713,
d0:1c:1b:3a:ee:9d,2015-01-01 01:23:48.820,0.188,-0.054,0.918,82.336,-51.941,25.391,,,,,,,-0.483,-15.546,-156.995,0.0,-16.8,-25.98,30.64,0.17822,-0.10175,0.14975,-0.96713,
d0:1c:1b:3a:ee:9d,2015-01-01 01:23:48.820,0.214,-0.039,0.938,76.294,-46.875,26.489,,,,,,,0.253,-16.04,-156.725,0.0,-16.8,-25.98,30.64,0.17822,-0.10175,0.14975,-0.96713,
d0:1c:1b:3a:ee:9d,2015-01-01 01:23:48.820,0.228,-0.03,0.952,70.984,-38.208,28.87,,,,,,,0.934,-16.463,-156.44,0.0,-16.8,-25.98,30.64,0.17822,-0.10175,0.14975,-0.96713,
d0:1c:1b:3a:ee:9d,2015-01-01 01:23:48.820,0.214,-0.02,0.964,64.514,-28.381,32.898,,,,,,,1.538,-16.793,-156.132,0.0,-16.8,-25.98,30.64,0.17822,-0.10175,0.14975,-0.96713,
d0:1c:1b:3a:ee:9d,2015-01-01 01:23:48.820,0.193,-0.021,0.973,60.486,-20.447,39.49,,,,,,,2.087,-17.034,-155.764,0.0,-16.8,-25.98,30.64,0.17822,-0.10175,0.14975,-0.96713,
d0:1c:1b:3a:ee:9d,2015-01-01 01:23:48.820,0.171,-0.027,0.977,59.204,-19.348,46.692,,,,,,,2.593,-17.238,-155.33,0.0,-16.8,-25.98,30.64,0.17822,-0.10175,0.14975,-0.96713,
d0:1c:1b:3a:ee:9d,2015-01-01 01:23:49.295,0.146,-0.028,0.994,61.646,-19.714,55.542,,,,,,,3.093,-17.452,-154.814,0.0,-16.8,-25.98,30.64,0.17822,-0.10175,0.14975,-0.96713,
d0:1c:1b:3a:ee:9d,2015-01-01 01:23:49.295,0.153,-0.021,1.014,65.613,-20.935,63.293,,,,,,,3.604,-17.677,-154.21,0.0,-16.8,-25.98,30.64,0.17822,-0.10175,0.14975,-0.96713,
d0:1c:1b:3a:ee:9d,2015-01-01 01:23:49.295,0.22,0.001,1.029,67.749,-21.24,67.566,,,,,,,4.136,-17.93,-153.55,0.0,-16.8,-25.98,30.64,0.17822,-0.10175,0.14975,-0.96713,
d0:1c:1b:3a:ee:9d,2015-01-01 01:23:49.295,0.322,0.038,1.037,67.444,-15.808,68.848,,,,,,,4.669,-18.155,-152.864,0.0,-16.8,-25.98,30.64,0.17822,-0.10175,0.14975,-0.96713,
d0:1c:1b:3a:ee:9d,2015-01-01 01:23:49.295,0.406,0.08,1.029,64.636,-2.38,66.65,,,,,,,5.18,-18.292,-152.177,0.0,-16.8,-25.98,30.64,0.17822,-0.10175,0.14975,-0.96713,
d0:1c:1b:3a:ee:9d,2015-01-01 01:23:49.295,0.434,0.125,0.997,57.434,16.846,60.486,,,,,,,5.647,-18.259,-151.523,0.0,-16.8,-25.98,30.64,0.17822,-0.10175,0.14975,-0.96713,
d0:1c:1b:3a:ee:9d,2015-01-01 01:23:49.295,0.418,0.169,0.947,47.607,31.006,48.828,,,,,,,6.042,-18.051,-150.958,0.0,-16.8,-25.98,30.64,0.17822,-0.10175,0.14975,-0.96713,
d0:1c:1b:3a:ee:9d,2015-01-01 01:23:49.295,0.393,0.204,0.888,35.461,36.682,31.189,,,,,,,6.356,-17.732,-150.524,0.0,-16.8,-25.98,30.64,0.17822,-0.10175,0.14975,-0.96713,
d0:1c:1b:3a:ee:9d,2015-01-01 01:23:49.295,0.388,0.214,0.846,22.949,35.339,12.573,,,,,,,6.586,-17.391,-150.276,0.0,-16.8,-25.98,30.64,0.17822,-0.10175,0.14975,-0.96713,
d0:1c:1b:3a:ee:9d,2015-01-01 01:23:49.295,0.396,0.216,0.824,8.362,31.128,-7.935,,,,,,,6.724,-17.067,-150.233,0.0,-16.8,-25.98,30.64,0.17822,-0.10175,0.14975,-0.96713,
d0:1c:1b:3a:ee:9d,2015-01-01 01:23:49.295,0.418,0.224,0.82,-5.31,23.865,-30.151,,,,,,,6.757,-16.771,-150.408,0.0,-16.8,-25.98,30.64,0.17822,-0.10175,0.14975,-0.96713,
d0:1c:1b:3a:ee:9d,2015-01-01 01:23:49.295,0.447,0.239,0.823,-19.897,14.343,-56.213,,,,,,,6.696,-16.54,-150.837,0.0,-16.8,-25.98,30.64,0.17822,-0.10175,0.14975,-0.96713,
d0:1c:1b:3a:ee:9d,2015-01-01 01:23:49.295,0.476,0.251,0.836,-34.363,1.831,-88.44,,,,,,,6.537,-16.397,-151.578,0.0,-16.8,-25.98,30.64,0.17822,-0.10175,0.14975,-0.96713,
d0:1c:1b:3a:ee:9d,2015-01-01 01:23:49.295,0.485,0.257,0.848,-45.288,-15.747,-129.7,,,,,,,6.323,-16.359,-152.699,0.0,-16.8,-25.98,30.64,0.17822,-0.10175,0.14975,-0.96713,
d0:1c:1b:3a:ee:9d,2015-01-01 01:23:49.295,0.488,0.262,0.849,-54.871,-42.908,-176.147,,,,,,,6.086,-16.523,-154.303,0.0,-16.8,-25.98,30.64,0.17822,-0.10175,0.14975,-0.96713,
d0:1c:1b:3a:ee:9d,2015-01-01 01:23:49.295,0.544,0.235,0.904,-56.702,-67.81,-217.651,,,,,,,5.894,-16.924,-156.374,0.0,-16.8,-25.98,30.64,0.17822,-0.10175,0.14975,-0.96713,
